trade_date,qid_date,open,high,low,close,vol,amount,pct_chg,group_len,1000000,,,,,
2018-03-29,2018-03-28,1843.442,1857.325,1825.968,1842.187,205282.28,3413324.01,0.3832,46,1047533.419,,1070406.128,22872.70901,,
2018-03-30,2018-03-29,1850.201,1900.957,1849.247,1900.482,262340.21,4396493.27,3.1644,38,1080681.566,,1080681.566,0,,
2018-04-02,2018-03-30,1911.566,1918.218,1891.958,1900.255,254128.54,4647122.56,-0.0119,38,1080552.965,,1080681.566,128.6011064,,
2018-04-03,2018-04-02,1869.872,1886.975,1850.01,1872.47,210003.41,3689883.55,-1.4622,38,1064753.12,,1080681.566,15928.44657,,
2018-04-04,2018-04-03,1880.329,1887.113,1834.674,1836.813,187450.65,3173175.7,-1.9043,42,1044477.026,,1080681.566,36204.54023,,
2018-04-09,2018-04-04,1830.878,1862.966,1819.094,1841.653,176229.59,2925862.33,0.2635,0,1047229.223,,1080681.566,33452.34326,,
2018-04-10,2018-04-09,1838.884,1842.22,1811.348,1835.52,190892.6,3156517.23,-0.333,24,1043741.95,,1080681.566,36939.61658,,
2018-04-11,2018-04-10,1840.09,1857.917,1832.423,1834.626,170146.63,2863589.29,-0.0487,70,1043233.648,,1080681.566,37447.91891,,
2018-04-12,2018-04-11,1830.908,1848.631,1826.692,1826.89,137858.63,2386548.96,-0.4217,43,1038834.331,,1080681.566,41847.2352,,
2018-04-13,2018-04-12,1840.868,1848.916,1822.659,1824.594,140692.09,2378967.1,-0.1257,28,1037528.517,,1080681.566,43153.04995,,
2018-04-16,2018-04-13,1818.253,1852.082,1816.323,1838.709,191307.35,3188351.79,0.7736,33,1045554.837,,1080681.566,35126.72935,,
2018-04-17,2018-04-16,1843.747,1849.687,1783.741,1783.741,200546.49,3363982.63,-2.9895,20,1014297.975,,1080681.566,66383.59121,,
2018-04-18,2018-04-17,1793.829,1832.987,1757.391,1822.264,228563.28,3833872.03,2.1597,34,1036203.769,,1080681.566,44477.79783,,
2018-04-19,2018-04-18,1815.447,1839.127,1812.934,1820.281,188563.74,3114665.26,-0.1088,31,1035076.379,,1080681.566,45605.18753,,
2018-04-20,2018-04-19,1813.754,1830.726,1781.215,1782.809,205177.48,3210918.06,-2.0586,24,1013768.297,,1080681.566,66913.26987,,
2018-04-23,2018-04-20,1784.146,1794.682,1729.899,1753.048,192265.68,2999060.27,-1.6693,70,996845.4624,,1080681.566,83836.10405,,
2018-04-24,2018-04-23,1753.643,1806.902,1749.179,1806.861,191664.51,3026708.21,3.0697,64,1027445.628,,1080681.566,53235.93889,,
2018-04-25,2018-04-24,1798.002,1825.234,1795.787,1819.406,175774.67,3001551.33,0.6943,78,1034579.183,,1080681.566,46102.38389,,
2018-04-26,2018-04-25,1818.694,1819.428,1780.616,1781.276,157374.41,2613344.36,-2.0957,103,1012897.507,,1080681.566,67784.05982,,
2018-04-27,2018-04-26,1790.304,1813.569,1779.175,1805.596,169891.68,2847150.44,1.3653,146,1026726.596,,1080681.566,53954.97016,,
2018-05-02,2018-04-27,1814.626,1833.27,1788.011,1801.571,158655.72,2671835.43,-0.2229,0,1024438.023,,1080681.566,56243.54375,,
2018-05-03,2018-05-02,1797.117,1827.767,1767.604,1826.791,183209.07,2991356.71,1.3999,59,1038779.131,,1080681.566,41902.43587,,
2018-05-04,2018-05-03,1821.022,1832.958,1812.069,1814.855,140256.35,2386726.91,-0.6534,19,1031991.748,,1080681.566,48689.81871,,
2018-05-07,2018-05-04,1819.665,1854.303,1819.015,1852.336,161597.12,2765611.82,2.0652,26,1053304.441,,1080681.566,27377.12513,,
2018-05-08,2018-05-07,1852.686,1857.947,1842.626,1856.868,153752.96,2628413.96,0.2447,14,1055881.877,,1080681.566,24799.68916,,
2018-05-09,2018-05-08,1853.83,1861.936,1845.903,1855.809,133150.99,2271177.86,-0.057,16,1055280.025,,1080681.566,25401.54183,,
2018-05-10,2018-05-09,1857.986,1866.815,1846.111,1865.359,151274.03,2627614.73,0.5146,9,1060710.496,,1080681.566,19971.07083,,
2018-05-11,2018-05-10,1866.931,1870.004,1834.78,1834.78,157714.95,2731733.52,-1.6393,10,1043322.268,,1080681.566,37359.29798,,
2018-05-14,2018-05-11,1835.696,1844.651,1825.695,1830.98,166658.5,2847165.49,-0.2071,12,1041161.548,,1080681.566,39520.0184,,
2018-05-15,2018-05-14,1830.836,1858.986,1825.505,1858.011,153628.35,2598103.73,1.4763,5,1056532.216,,1080681.566,24149.35047,,
2018-05-16,2018-05-15,1850.009,1862.288,1845.087,1846.675,133915.34,2426133.74,-0.6101,4,1050086.313,,1080681.566,30595.25352,,
2018-05-17,2018-05-16,1845.278,1851.12,1826.232,1831.205,109800.08,1911643.89,-0.8377,6,1041289.74,,1080681.566,39391.82656,,
2018-05-18,2018-05-17,1829.063,1839.001,1812.656,1836.754,121063.38,2069146.96,0.303,7,1044444.848,,1080681.566,36236.71865,,
2018-05-21,2018-05-18,1845.764,1870.57,1845.764,1862.481,168154.01,2868369.33,1.4007,2,1059074.387,,1080681.566,21607.17966,,
2018-05-22,2018-05-21,1860.631,1876.156,1858.114,1875.999,146025.67,2460598.51,0.7258,3,1066761.149,,1080681.566,13920.41776,,
2018-05-23,2018-05-22,1869.5,1876.202,1845.81,1845.973,145700.25,2477246.74,-1.6005,7,1049687.637,,1080681.566,30993.92995,,
2018-05-24,2018-05-23,1847.811,1855.988,1837.439,1838.403,136075.11,2205125.9,-0.4101,7,1045382.868,,1080681.566,35298.69895,,
2018-05-25,2018-05-24,1835.415,1841.639,1804.549,1804.549,161116.11,2516232.44,-1.8415,12,1026132.142,,1080681.566,54549.42445,,
2018-05-28,2018-05-25,1804.784,1815.221,1788.035,1796.913,140930.9,2305907.19,-0.4232,9,1021789.551,,1080681.566,58892.01568,,
2018-05-29,2018-05-28,1795.724,1815.2,1773.623,1773.646,138309.4,2326923.44,-1.2948,9,1008559.42,,1080681.566,72122.14678,,
2018-05-30,2018-05-29,1744.241,1758.866,1724.28,1726.219,166059.87,2581680.95,-2.674,2,981590.5408,,1080681.566,99091.02566,,
2018-05-31,2018-05-30,1741.325,1748.528,1714.848,1743.743,141208.51,2214186.11,1.0152,9,991555.648,,1080681.566,89125.91849,,
2018-06-01,2018-05-31,1734.35,1744.011,1699.684,1709.548,121743.3,1923757.95,-1.961,8,972111.2417,,1080681.566,108570.3248,,
2018-06-04,2018-06-01,1709.569,1715.415,1690.991,1702.93,123559.14,1914168.55,-0.3871,5,968348.1991,,1080681.566,112333.3674,,
2018-06-05,2018-06-04,1702.367,1747.747,1702.367,1746.113,136959.47,2157190.23,2.5358,12,992903.5727,,1080681.566,87777.99373,,
2018-06-06,2018-06-05,1744.166,1751.97,1735.374,1743.247,131963.66,2147343.92,-0.1641,16,991274.218,,1080681.566,89407.3485,,
2018-06-07,2018-06-06,1747.932,1750.506,1728.061,1730.375,123686.51,1871252.83,-0.7384,10,983954.6491,,1080681.566,96726.91732,,
2018-06-08,2018-06-07,1726.303,1727.487,1698.246,1711.522,122927.9,1867883.92,-1.0895,9,973234.4632,,1080681.566,107447.1032,,
2018-06-11,2018-06-08,1707.14,1708.205,1684.315,1688.618,108552.15,1721263.2,-1.3382,3,960210.6397,,1080681.566,120470.9268,,
2018-06-12,2018-06-11,1692.668,1715.661,1680.996,1712.768,117536.23,1815599.67,1.4302,10,973943.5722,,1080681.566,106737.9942,,
2018-06-13,2018-06-12,1711.53,1711.53,1685.895,1685.895,110632.57,1619181.19,-1.569,7,958662.3976,,1080681.566,122019.1689,,
2018-06-14,2018-06-13,1682.836,1702.686,1669.381,1673.319,113464.22,1547728.22,-0.746,11,951510.7761,,1080681.566,129170.7904,,
2018-06-15,2018-06-14,1673.904,1681.889,1636.698,1641.663,129139.23,1784636.74,-1.8918,18,933510.0952,,1080681.566,147171.4712,,
2018-06-19,2018-06-15,1612.901,1626.868,1532.323,1547.145,174232.06,2363016.46,-5.7575,0,879763.2515,,1080681.566,200918.315,,
2018-06-20,2018-06-19,1540.61,1577.623,1525.285,1563.793,156917.33,2191280.06,1.076,13,889229.5041,,1080681.566,191452.0624,,
2018-06-21,2018-06-20,1562.369,1570.598,1521.562,1521.676,150206.22,1989196.08,-2.6933,8,865279.8859,,1080681.566,215401.6806,,
2018-06-22,2018-06-21,1514.042,1555.72,1506.617,1549.661,129824.88,1663654.54,1.8391,6,881193.2482,,1080681.566,199488.3182,,
2018-06-25,2018-06-22,1563.744,1566.777,1537.27,1538.565,122624.67,1681528.87,-0.716,15,874883.9046,,1080681.566,205797.6619,,
2018-06-26,2018-06-25,1518.5,1570.276,1515.268,1564.917,150409.45,1972973.28,1.7128,17,889868.9161,,1080681.566,190812.6504,,
2018-06-27,2018-06-26,1564.287,1572.607,1542.516,1546.232,130842.02,1723907.08,-1.194,11,879243.8812,,1080681.566,201437.6852,,
2018-06-28,2018-06-27,1544.645,1570.896,1540.89,1543.664,136390.19,1803517.82,-0.1661,19,877783.4571,,1080681.566,202898.1093,,
2018-06-29,2018-06-28,1547.149,1609.735,1547.149,1606.715,169800.19,2354558.6,4.0845,9,913636.5225,,1080681.566,167045.044,,
2018-07-02,2018-06-29,1605.21,1614.341,1572.562,1588.374,149413.54,2243852.31,-1.1415,15,903207.3616,,1080681.566,177474.2049,,
2018-07-03,2018-07-02,1589.499,1613.826,1558.001,1607.122,168241.67,2498757.08,1.1803,19,913867.918,,1080681.566,166813.6484,,
2018-07-04,2018-07-03,1595.888,1596.001,1557.542,1565.61,138196.54,2019585.97,-2.583,15,890262.7097,,1080681.566,190418.8568,,
2018-07-05,2018-07-04,1560.976,1576.991,1532.429,1532.679,122017.38,1733582.57,-2.1034,6,871536.9239,,1080681.566,209144.6426,,
2018-07-06,2018-07-05,1532.051,1571.016,1517.061,1541.314,166828.9,2368806.85,0.5634,15,876447.1629,,1080681.566,204234.4036,,
2018-07-09,2018-07-06,1546.012,1582.532,1546.012,1581.93,145110.07,2183957.61,2.6352,12,899543.2985,,1080681.566,181138.2679,,
2018-07-10,2018-07-09,1583.743,1594.001,1577.392,1592.976,134301.72,2018048.36,0.6983,14,905824.8094,,1080681.566,174856.7571,,
2018-07-11,2018-07-10,1562.591,1577.172,1540.705,1563.008,164154.63,2357418.69,-1.8813,33,888783.5273,,1080681.566,191898.0392,,
2018-07-12,2018-07-11,1563.788,1620.644,1563.788,1614.632,244180.03,3109294.06,3.3029,38,918139.1584,,1080681.566,162542.4081,,
2018-07-13,2018-07-12,1612.188,1626.273,1608.604,1618.463,209297.48,2716569.15,0.2373,19,920317.9026,,1080681.566,160363.6639,,
2018-07-16,2018-07-13,1614.562,1624.329,1605.212,1616.912,180786.72,2418121.95,-0.0958,56,919436.2381,,1080681.566,161245.3284,,
2018-07-17,2018-07-16,1615.842,1622.085,1597.882,1621.632,182780.28,2290810.51,0.2919,55,922120.0724,,1080681.566,158561.494,,
2018-07-18,2018-07-17,1622.287,1635.907,1607.884,1607.884,194074.06,2691492.67,-0.8478,22,914302.3385,,1080681.566,166379.228,,
2018-07-19,2018-07-18,1607.929,1619.393,1582.966,1590.063,168026.6,2328793.93,-1.1084,11,904168.2113,,1080681.566,176513.3551,,
2018-07-20,2018-07-19,1589.308,1615.058,1578.801,1609.548,170206.61,2446492.36,1.2254,13,915247.8886,,1080681.566,165433.6779,,
2018-07-23,2018-07-20,1592.24,1621.174,1589.641,1620.973,193833.2,2835624.59,0.7098,7,921744.3181,,1080681.566,158937.2484,,
2018-07-24,2018-07-23,1615.72,1641.968,1607.541,1629.61,220156.28,3272561.99,0.5328,12,926655.3718,,1080681.566,154026.1946,,
2018-07-25,2018-07-24,1629.127,1645.445,1626.086,1632.32,197652.66,2949122.05,0.1663,7,928196.3997,,1080681.566,152485.1667,,
2018-07-26,2018-07-25,1631.456,1635.053,1601.464,1606.115,210457.12,2633266.88,-1.6054,10,913295.1347,,1080681.566,167386.4317,,
2018-07-27,2018-07-26,1601.269,1607.3,1590.43,1594.567,176331.49,2090759.39,-0.719,6,906728.5427,,1080681.566,173953.0238,,
2018-07-30,2018-07-27,1593.604,1596.731,1554.038,1559.641,155198.07,2078051.09,-2.1903,11,886868.4674,,1080681.566,193813.099,,
2018-07-31,2018-07-30,1557.6,1571.874,1551.094,1561.258,136179.55,1909014.75,0.1037,15,887788.15,,1080681.566,192893.4164,,
2018-08-01,2018-07-31,1568.123,1580.835,1541.86,1541.86,142830.58,1996999.33,-1.2425,36,876757.3823,,1080681.566,203924.1842,,
2018-08-02,2018-08-01,1538.284,1538.937,1484.481,1510.088,185209.16,2516021.9,-2.0606,20,858690.9197,,1080681.566,221990.6468,,
2018-08-03,2018-08-02,1512.566,1523.244,1481.607,1481.607,125414.52,1787077.51,-1.886,9,842496.0089,,1080681.566,238185.5576,,
2018-08-06,2018-08-03,1471.356,1485.852,1434.787,1440.795,144670.96,1964920.69,-2.7546,23,819288.6138,,1080681.566,261392.9526,,
2018-08-07,2018-08-06,1445.617,1482.028,1435.093,1479.441,140656.12,1954613.27,2.6823,30,841264.3923,,1080681.566,239417.1741,,
2018-08-08,2018-08-07,1475.323,1480.282,1446.814,1447.757,131151.53,1689666.2,-2.1416,19,823247.8741,,1080681.566,257433.6924,,
2018-08-09,2018-08-08,1443.872,1509.868,1443.296,1497.606,169154.32,2264755.93,3.4432,23,851593.9449,,1080681.566,229087.6216,,
2018-08-10,2018-08-09,1496.105,1514.508,1496.105,1511.707,126154.42,1731947.47,0.9416,30,859612.5535,,1080681.566,221069.013,,
2018-08-13,2018-08-10,1494.315,1534.123,1490.822,1531.34,141086.23,1972904.69,1.2987,25,870776.3417,,1080681.566,209905.2247,,
2018-08-14,2018-08-13,1530.452,1533.071,1512.164,1518.491,122282.34,1541933.16,-0.8391,26,863469.6574,,1080681.566,217211.909,,
2018-08-15,2018-08-14,1518.284,1519.716,1472.441,1478.506,143177.73,1777331.76,-2.6332,26,840732.7744,,1080681.566,239948.792,,
2018-08-16,2018-08-15,1458.392,1489.337,1449.927,1463.872,140320.66,1801616.68,-0.9898,39,832411.2014,,1080681.566,248270.365,,
2018-08-17,2018-08-16,1475.887,1480.425,1432.063,1434.306,128447.74,1799931.13,-2.0197,57,815598.9924,,1080681.566,265082.5741,,
2018-08-20,2018-08-17,1428.261,1444,1404.189,1435.69,138316.7,1892994.94,0.0965,35,816386.0454,,1080681.566,264295.5211,,
2018-08-21,2018-08-20,1435.361,1461.381,1431.844,1456.972,130019.76,1841386.36,1.4824,60,828488.1522,,1080681.566,252193.4143,,
2018-08-22,2018-08-21,1454.706,1457.785,1437.258,1439.552,111361.24,1452107.78,-1.1956,60,818582.7478,,1080681.566,262098.8187,,
2018-08-23,2018-08-22,1439.659,1463.016,1438.278,1455.502,125722.9,1699567.67,1.108,48,827652.6447,,1080681.566,253028.9218,,
2018-08-24,2018-08-23,1450.951,1460.653,1442.814,1450.091,108260.24,1395983.14,-0.3718,46,824575.4321,,1080681.566,256106.1344,,
2018-08-27,2018-08-24,1455.656,1495.679,1454.28,1493.433,152346.62,2031413.18,2.9889,86,849221.1672,,1080681.566,231460.3993,,
2018-08-28,2018-08-27,1495.903,1499.678,1485.536,1493.106,128112.47,1752656.92,-0.0219,87,849035.1878,,1080681.566,231646.3787,,
2018-08-29,2018-08-28,1491.776,1491.776,1475.969,1481.191,112183.18,1515819.42,-0.798,67,842259.887,,1080681.566,238421.6795,,
2018-08-30,2018-08-29,1479.849,1484.165,1456.244,1457.916,116129.59,1502044.77,-1.5714,70,829024.6151,,1080681.566,251656.9514,,
2018-08-31,2018-08-30,1450.473,1455.514,1434.314,1435.2,105735.15,1364803.65,-1.5581,89,816107.5826,,1080681.566,264573.9839,,
2018-09-03,2018-08-31,1433.629,1445.299,1416.244,1443.688,125449.85,1593358.46,0.5914,33,820934.0428,,1080681.566,259747.5236,,
2018-09-04,2018-09-03,1442.275,1461.108,1430.658,1455.503,159219.63,1943847.11,0.8184,49,827652.567,,1080681.566,253028.9994,,
2018-09-05,2018-09-04,1450.391,1457.594,1430.24,1430.24,156297.53,1764616.28,-1.7357,26,813287.0014,,1080681.566,267394.565,,
2018-09-06,2018-09-05,1424.465,1443.563,1416.574,1422.87,135977.06,1683917.23,-0.5153,14,809096.1335,,1080681.566,271585.433,,
2018-09-07,2018-09-06,1426.976,1453.091,1415.174,1425.229,160550.55,1940861.16,0.1658,6,810437.6149,,1080681.566,270243.9516,,
2018-09-10,2018-09-07,1424.014,1427.334,1390.14,1390.823,163126.77,1857937.41,-2.4141,9,790872.8404,,1080681.566,289808.726,,
2018-09-11,2018-09-10,1389.539,1405.979,1383.131,1395.167,127451.9,1422361.88,0.3123,11,793342.7363,,1080681.566,287338.8302,,
2018-09-12,2018-09-11,1394.163,1406.403,1382.842,1385.796,122041.04,1542589.12,-0.6717,3,788013.8532,,1080681.566,292667.7133,,
