Sampling Rate,Model,Value
50%,LTR-DQN,-0.784640941
50%,LTR-DQN,-0.792901512
50%,LTR-DQN,-0.803661037
50%,LTR-DQN,-0.809801742
50%,LTR-DQN,-0.813290284
50%,LTR-DQN,-0.813738836
50%,LTR-DQN,-0.819423516
50%,LTR-DQN,-0.822411443
50%,LTR-DQN,-0.823530414
50%,LTR-DQN,-0.831527427
50%,LTR-DQN,-0.834323337
50%,LTR-DQN,-0.834359872
50%,LTR-DQN,-0.835531637
50%,LTR-DQN,-0.837647515
50%,LTR-DQN,-0.840080739
50%,LTR-DQN,-0.840947064
50%,LTR-DQN,-0.841122474
50%,LTR-DQN,-0.850471807
50%,LTR-DQN,-0.879852987
50%,LTR-DQN,-0.889189388
50%,LTR-DQN,-0.892879161
50%,LTR-DQN,-0.900796723
50%,LTR-DQN,-0.905195169
50%,LTR-DQN,-0.906794729
50%,LTR-DQN,-0.91420969
60%,LTR-DQN,7.672642501
60%,LTR-DQN,7.479931405
60%,LTR-DQN,7.334456518
60%,LTR-DQN,7.324763448
60%,LTR-DQN,7.188793121
60%,LTR-DQN,7.076673054
60%,LTR-DQN,7.014996703
60%,LTR-DQN,6.972478241
60%,LTR-DQN,6.229133807
60%,LTR-DQN,5.182127524
60%,LTR-DQN,4.848163599
60%,LTR-DQN,4.816151421
60%,LTR-DQN,4.784487485
60%,LTR-DQN,4.665175304
60%,LTR-DQN,4.556930426
60%,LTR-DQN,4.537825214
60%,LTR-DQN,4.471681648
60%,LTR-DQN,4.21051575
60%,LTR-DQN,4.138230205
60%,LTR-DQN,4.135812545
60%,LTR-DQN,4.066789415
60%,LTR-DQN,3.966699625
60%,LTR-DQN,3.932149803
60%,LTR-DQN,3.829888396
60%,LTR-DQN,3.657804302
60%,LTR-DQN,3.567591174
60%,LTR-DQN,3.406986522
60%,LTR-DQN,3.326775401
60%,LTR-DQN,3.262550768
60%,LTR-DQN,3.190890393
60%,LTR-DQN,3.156772039
60%,LTR-DQN,3.141038153
60%,LTR-DQN,3.129567169
60%,LTR-DQN,3.106647846
60%,LTR-DQN,3.063450141
60%,LTR-DQN,3.028677318
60%,LTR-DQN,3.014842179
60%,LTR-DQN,2.994097915
60%,LTR-DQN,2.979289343
60%,LTR-DQN,2.898286204
60%,LTR-DQN,2.883837763
60%,LTR-DQN,2.878790673
60%,LTR-DQN,2.753530272
60%,LTR-DQN,2.68589079
60%,LTR-DQN,2.623401428
60%,LTR-DQN,2.611619228
60%,LTR-DQN,2.56103898
60%,LTR-DQN,2.550522419
60%,LTR-DQN,2.514138327
60%,LTR-DQN,2.505208099
60%,LTR-DQN,2.504653123
60%,LTR-DQN,2.484291125
60%,LTR-DQN,2.458711138
60%,LTR-DQN,2.39970219
60%,LTR-DQN,2.377769356
60%,LTR-DQN,2.301409349
60%,LTR-DQN,2.229141885
60%,LTR-DQN,2.164085262
60%,LTR-DQN,2.145290028
60%,LTR-DQN,2.139663566
60%,LTR-DQN,2.050461767
60%,LTR-DQN,1.996387319
60%,LTR-DQN,1.977434123
60%,LTR-DQN,1.956431351
60%,LTR-DQN,1.939177251
60%,LTR-DQN,1.927027907
60%,LTR-DQN,1.911527693
60%,LTR-DQN,1.892958287
60%,LTR-DQN,1.800040268
60%,LTR-DQN,1.772676506
60%,LTR-DQN,1.744321496
60%,LTR-DQN,1.739388371
60%,LTR-DQN,1.735492185
60%,LTR-DQN,1.699098247
60%,LTR-DQN,1.696087141
60%,LTR-DQN,1.675591081
60%,LTR-DQN,1.675530816
60%,LTR-DQN,1.535319248
60%,LTR-DQN,1.531457275
60%,LTR-DQN,1.471158401
60%,LTR-DQN,1.459959792
60%,LTR-DQN,1.451639358
60%,LTR-DQN,1.411398954
60%,LTR-DQN,1.407610141
60%,LTR-DQN,1.352309919
60%,LTR-DQN,1.342665659
60%,LTR-DQN,1.325945927
60%,LTR-DQN,1.307697396
60%,LTR-DQN,1.307662983
60%,LTR-DQN,1.301103393
60%,LTR-DQN,1.298080172
60%,LTR-DQN,1.277914406
60%,LTR-DQN,1.2776318
60%,LTR-DQN,1.263595278
60%,LTR-DQN,1.250552037
60%,LTR-DQN,1.210054223
60%,LTR-DQN,1.190045707
60%,LTR-DQN,1.182116115
60%,LTR-DQN,1.171513568
60%,LTR-DQN,1.168108799
60%,LTR-DQN,1.165891422
60%,LTR-DQN,1.157377788
60%,LTR-DQN,1.152956853
60%,LTR-DQN,1.141678085
60%,LTR-DQN,1.132503926
60%,LTR-DQN,1.124067847
60%,LTR-DQN,1.114495775
60%,LTR-DQN,1.092164477
60%,LTR-DQN,1.054273604
60%,LTR-DQN,1.033938096
60%,LTR-DQN,1.031676762
60%,LTR-DQN,1.018722656
60%,LTR-DQN,1.00195368
60%,LTR-DQN,0.978227645
60%,LTR-DQN,0.962647082
60%,LTR-DQN,0.961273462
60%,LTR-DQN,0.951254476
60%,LTR-DQN,0.911151193
60%,LTR-DQN,0.89568349
60%,LTR-DQN,0.895675396
60%,LTR-DQN,0.893262269
60%,LTR-DQN,0.889807571
60%,LTR-DQN,0.882177179
60%,LTR-DQN,0.875842465
60%,LTR-DQN,0.871903337
60%,LTR-DQN,0.857662763
60%,LTR-DQN,0.846439761
60%,LTR-DQN,0.821980632
60%,LTR-DQN,0.821193131
60%,LTR-DQN,0.812871226
60%,LTR-DQN,0.786492503
60%,LTR-DQN,0.772654706
60%,LTR-DQN,0.771073134
60%,LTR-DQN,0.760673873
60%,LTR-DQN,0.752878012
60%,LTR-DQN,0.738398004
60%,LTR-DQN,0.726462483
60%,LTR-DQN,0.721099814
60%,LTR-DQN,0.70987591
60%,LTR-DQN,0.692182266
60%,LTR-DQN,0.687432525
60%,LTR-DQN,0.67827328
60%,LTR-DQN,0.675039889
60%,LTR-DQN,0.674082005
60%,LTR-DQN,0.645270191
60%,LTR-DQN,0.642303344
60%,LTR-DQN,0.616500352
60%,LTR-DQN,0.613361387
60%,LTR-DQN,0.60763912
60%,LTR-DQN,0.598500339
60%,LTR-DQN,0.59439236
60%,LTR-DQN,0.589604983
60%,LTR-DQN,0.587328078
60%,LTR-DQN,0.560014063
60%,LTR-DQN,0.555681361
60%,LTR-DQN,0.54619215
60%,LTR-DQN,0.531019465
60%,LTR-DQN,0.526946881
60%,LTR-DQN,0.52613758
60%,LTR-DQN,0.523398062
60%,LTR-DQN,0.508814587
60%,LTR-DQN,0.504372723
60%,LTR-DQN,0.503645607
60%,LTR-DQN,0.502487393
60%,LTR-DQN,0.500726309
60%,LTR-DQN,0.500509601
60%,LTR-DQN,0.488573281
60%,LTR-DQN,0.48340407
60%,LTR-DQN,0.478291374
60%,LTR-DQN,0.474925553
60%,LTR-DQN,0.430389165
60%,LTR-DQN,0.429113295
60%,LTR-DQN,0.424551872
60%,LTR-DQN,0.414693556
60%,LTR-DQN,0.409846656
60%,LTR-DQN,0.408773876
60%,LTR-DQN,0.407426781
60%,LTR-DQN,0.40586961
60%,LTR-DQN,0.400384296
60%,LTR-DQN,0.390589549
60%,LTR-DQN,0.366964144
60%,LTR-DQN,0.365731203
60%,LTR-DQN,0.360515344
60%,LTR-DQN,0.356923395
60%,LTR-DQN,0.354796418
60%,LTR-DQN,0.35301466
60%,LTR-DQN,0.352565122
60%,LTR-DQN,0.339108792
60%,LTR-DQN,0.336824385
60%,LTR-DQN,0.330859413
60%,LTR-DQN,0.323550058
60%,LTR-DQN,0.320823606
60%,LTR-DQN,0.317670567
60%,LTR-DQN,0.314770384
60%,LTR-DQN,0.295269069
60%,LTR-DQN,0.285905928
60%,LTR-DQN,0.284221427
60%,LTR-DQN,0.283838127
60%,LTR-DQN,0.283407505
60%,LTR-DQN,0.281701277
60%,LTR-DQN,0.272046329
60%,LTR-DQN,0.26877919
60%,LTR-DQN,0.257365317
60%,LTR-DQN,0.250106035
60%,LTR-DQN,0.248695377
60%,LTR-DQN,0.245234485
60%,LTR-DQN,0.244774373
60%,LTR-DQN,0.228053878
60%,LTR-DQN,0.227653353
60%,LTR-DQN,0.22250577
60%,LTR-DQN,0.220162738
60%,LTR-DQN,0.213449838
60%,LTR-DQN,0.208384015
60%,LTR-DQN,0.204321828
60%,LTR-DQN,0.199064612
60%,LTR-DQN,0.195300079
60%,LTR-DQN,0.19409942
60%,LTR-DQN,0.185932242
60%,LTR-DQN,0.185487105
60%,LTR-DQN,0.169393919
60%,LTR-DQN,0.166940514
60%,LTR-DQN,0.16183039
60%,LTR-DQN,0.158057272
60%,LTR-DQN,0.144651787
60%,LTR-DQN,0.137655651
60%,LTR-DQN,0.132408123
60%,LTR-DQN,0.126589453
60%,LTR-DQN,0.120237255
60%,LTR-DQN,0.117912803
60%,LTR-DQN,0.117409504
60%,LTR-DQN,0.104733495
60%,LTR-DQN,0.095478098
60%,LTR-DQN,0.094464868
60%,LTR-DQN,0.080665697
60%,LTR-DQN,0.064717915
60%,LTR-DQN,0.060437086
60%,LTR-DQN,0.054991122
60%,LTR-DQN,0.051969413
60%,LTR-DQN,0.048219467
60%,LTR-DQN,0.046995443
60%,LTR-DQN,0.041352273
60%,LTR-DQN,0.025372105
60%,LTR-DQN,0.019547758
60%,LTR-DQN,0.012688238
60%,LTR-DQN,0.00954109
60%,LTR-DQN,0.005089991
60%,LTR-DQN,0.0025421
60%,LTR-DQN,-0.003206221
60%,LTR-DQN,-0.004232581
60%,LTR-DQN,-0.0078898
60%,LTR-DQN,-0.008667308
60%,LTR-DQN,-0.012649612
60%,LTR-DQN,-0.027286521
60%,LTR-DQN,-0.028844639
60%,LTR-DQN,-0.029352885
60%,LTR-DQN,-0.03107225
60%,LTR-DQN,-0.036279896
60%,LTR-DQN,-0.03874097
60%,LTR-DQN,-0.040930704
60%,LTR-DQN,-0.043486159
60%,LTR-DQN,-0.045084476
60%,LTR-DQN,-0.052695704
60%,LTR-DQN,-0.061599453
60%,LTR-DQN,-0.062951899
60%,LTR-DQN,-0.06341101
60%,LTR-DQN,-0.070013806
60%,LTR-DQN,-0.083344511
60%,LTR-DQN,-0.085181892
60%,LTR-DQN,-0.086579797
60%,LTR-DQN,-0.089154525
60%,LTR-DQN,-0.089784001
60%,LTR-DQN,-0.093678717
60%,LTR-DQN,-0.095308876
60%,LTR-DQN,-0.097062764
60%,LTR-DQN,-0.108322891
60%,LTR-DQN,-0.11618662
60%,LTR-DQN,-0.117446223
60%,LTR-DQN,-0.119990203
60%,LTR-DQN,-0.126015451
60%,LTR-DQN,-0.12798514
60%,LTR-DQN,-0.134431379
60%,LTR-DQN,-0.13626078
60%,LTR-DQN,-0.137887568
60%,LTR-DQN,-0.141041577
60%,LTR-DQN,-0.164416216
60%,LTR-DQN,-0.165059154
60%,LTR-DQN,-0.165192358
60%,LTR-DQN,-0.171470775
60%,LTR-DQN,-0.171690219
60%,LTR-DQN,-0.178190006
60%,LTR-DQN,-0.181392858
60%,LTR-DQN,-0.182521206
60%,LTR-DQN,-0.183627319
60%,LTR-DQN,-0.188423531
60%,LTR-DQN,-0.189490032
60%,LTR-DQN,-0.222595041
60%,LTR-DQN,-0.225335953
60%,LTR-DQN,-0.226996923
60%,LTR-DQN,-0.228020496
60%,LTR-DQN,-0.229307546
60%,LTR-DQN,-0.248926036
60%,LTR-DQN,-0.250659626
60%,LTR-DQN,-0.251549282
60%,LTR-DQN,-0.256549352
60%,LTR-DQN,-0.257930092
60%,LTR-DQN,-0.259752456
60%,LTR-DQN,-0.272812107
60%,LTR-DQN,-0.27301968
60%,LTR-DQN,-0.279076249
60%,LTR-DQN,-0.286670077
60%,LTR-DQN,-0.296437977
60%,LTR-DQN,-0.296840728
60%,LTR-DQN,-0.311067414
60%,LTR-DQN,-0.313030981
60%,LTR-DQN,-0.316308216
60%,LTR-DQN,-0.319346763
60%,LTR-DQN,-0.31958824
60%,LTR-DQN,-0.319885578
60%,LTR-DQN,-0.320825788
60%,LTR-DQN,-0.323966216
60%,LTR-DQN,-0.343430199
60%,LTR-DQN,-0.358469308
60%,LTR-DQN,-0.359708322
60%,LTR-DQN,-0.359826272
60%,LTR-DQN,-0.362103758
60%,LTR-DQN,-0.362212323
60%,LTR-DQN,-0.364234366
60%,LTR-DQN,-0.368836633
60%,LTR-DQN,-0.375824796
60%,LTR-DQN,-0.379020865
60%,LTR-DQN,-0.37914678
60%,LTR-DQN,-0.38096092
60%,LTR-DQN,-0.39572122
60%,LTR-DQN,-0.3959632
60%,LTR-DQN,-0.401664177
60%,LTR-DQN,-0.402048759
60%,LTR-DQN,-0.40206693
60%,LTR-DQN,-0.40657444
60%,LTR-DQN,-0.408641001
60%,LTR-DQN,-0.418129075
60%,LTR-DQN,-0.419376584
60%,LTR-DQN,-0.420356245
60%,LTR-DQN,-0.420727854
60%,LTR-DQN,-0.421029053
60%,LTR-DQN,-0.423051908
60%,LTR-DQN,-0.423764378
60%,LTR-DQN,-0.426310448
60%,LTR-DQN,-0.426873506
60%,LTR-DQN,-0.429538137
60%,LTR-DQN,-0.429702745
60%,LTR-DQN,-0.431876839
60%,LTR-DQN,-0.437309517
60%,LTR-DQN,-0.440620644
60%,LTR-DQN,-0.444791015
60%,LTR-DQN,-0.44630918
60%,LTR-DQN,-0.455812331
60%,LTR-DQN,-0.457240706
60%,LTR-DQN,-0.457306682
60%,LTR-DQN,-0.457311158
60%,LTR-DQN,-0.458940139
60%,LTR-DQN,-0.459070306
60%,LTR-DQN,-0.465451532
60%,LTR-DQN,-0.470876898
60%,LTR-DQN,-0.483896157
60%,LTR-DQN,-0.484708975
60%,LTR-DQN,-0.48637347
60%,LTR-DQN,-0.4875659
60%,LTR-DQN,-0.490748112
60%,LTR-DQN,-0.499733791
60%,LTR-DQN,-0.502528023
60%,LTR-DQN,-0.502811332
60%,LTR-DQN,-0.505446069
60%,LTR-DQN,-0.510241482
60%,LTR-DQN,-0.516569996
60%,LTR-DQN,-0.521525594
60%,LTR-DQN,-0.522577673
60%,LTR-DQN,-0.525021804
60%,LTR-DQN,-0.528055461
60%,LTR-DQN,-0.528071189
60%,LTR-DQN,-0.529444497
60%,LTR-DQN,-0.531550906
60%,LTR-DQN,-0.534020143
60%,LTR-DQN,-0.535476568
60%,LTR-DQN,-0.536493583
60%,LTR-DQN,-0.537099487
60%,LTR-DQN,-0.539087755
60%,LTR-DQN,-0.541081593
60%,LTR-DQN,-0.541617706
60%,LTR-DQN,-0.543915489
60%,LTR-DQN,-0.546053635
60%,LTR-DQN,-0.546972812
60%,LTR-DQN,-0.547066468
60%,LTR-DQN,-0.548360866
60%,LTR-DQN,-0.549595317
60%,LTR-DQN,-0.556443748
60%,LTR-DQN,-0.556713339
60%,LTR-DQN,-0.557622242
60%,LTR-DQN,-0.559364393
60%,LTR-DQN,-0.562468516
60%,LTR-DQN,-0.570222089
60%,LTR-DQN,-0.582695025
60%,LTR-DQN,-0.583063121
60%,LTR-DQN,-0.584587421
60%,LTR-DQN,-0.585698777
60%,LTR-DQN,-0.593326178
60%,LTR-DQN,-0.594223737
60%,LTR-DQN,-0.600750846
60%,LTR-DQN,-0.602489423
60%,LTR-DQN,-0.605642936
60%,LTR-DQN,-0.617633209
60%,LTR-DQN,-0.619092821
60%,LTR-DQN,-0.625201998
60%,LTR-DQN,-0.630754467
60%,LTR-DQN,-0.639269606
60%,LTR-DQN,-0.640489905
60%,LTR-DQN,-0.640790501
60%,LTR-DQN,-0.64817333
60%,LTR-DQN,-0.651302421
60%,LTR-DQN,-0.654387291
60%,LTR-DQN,-0.658082817
60%,LTR-DQN,-0.661664
60%,LTR-DQN,-0.671607614
60%,LTR-DQN,-0.671806653
60%,LTR-DQN,-0.672542814
60%,LTR-DQN,-0.6730551
60%,LTR-DQN,-0.675376168
60%,LTR-DQN,-0.677200355
60%,LTR-DQN,-0.680054463
60%,LTR-DQN,-0.682603909
60%,LTR-DQN,-0.68503642
60%,LTR-DQN,-0.692958722
60%,LTR-DQN,-0.69300539
60%,LTR-DQN,-0.698340411
60%,LTR-DQN,-0.700013316
60%,LTR-DQN,-0.700382852
60%,LTR-DQN,-0.701619726
60%,LTR-DQN,-0.702127331
60%,LTR-DQN,-0.703710817
60%,LTR-DQN,-0.707606093
60%,LTR-DQN,-0.710036147
60%,LTR-DQN,-0.710391426
60%,LTR-DQN,-0.712236341
60%,LTR-DQN,-0.717807518
60%,LTR-DQN,-0.71802097
60%,LTR-DQN,-0.721607626
60%,LTR-DQN,-0.721840852
60%,LTR-DQN,-0.727819386
60%,LTR-DQN,-0.729751354
60%,LTR-DQN,-0.730840271
60%,LTR-DQN,-0.735680318
60%,LTR-DQN,-0.737268934
60%,LTR-DQN,-0.738571465
60%,LTR-DQN,-0.741444179
60%,LTR-DQN,-0.741629762
60%,LTR-DQN,-0.746177195
60%,LTR-DQN,-0.749035727
60%,LTR-DQN,-0.752830068
60%,LTR-DQN,-0.757585418
60%,LTR-DQN,-0.758473651
60%,LTR-DQN,-0.762497946
60%,LTR-DQN,-0.765713889
60%,LTR-DQN,-0.776685659
60%,LTR-DQN,-0.77762119
60%,LTR-DQN,-0.781798078
60%,LTR-DQN,-0.784781966
60%,LTR-DQN,-0.791855065
60%,LTR-DQN,-0.792770964
60%,LTR-DQN,-0.806234447
60%,LTR-DQN,-0.806556491
60%,LTR-DQN,-0.815334609
60%,LTR-DQN,-0.820007889
60%,LTR-DQN,-0.820955978
60%,LTR-DQN,-0.821596247
60%,LTR-DQN,-0.821880475
60%,LTR-DQN,-0.834595832
60%,LTR-DQN,-0.837488029
60%,LTR-DQN,-0.838436515
60%,LTR-DQN,-0.838711479
60%,LTR-DQN,-0.839011827
60%,LTR-DQN,-0.8407872
60%,LTR-DQN,-0.845251796
60%,LTR-DQN,-0.84540471
60%,LTR-DQN,-0.876156766
60%,LTR-DQN,-0.880288556
60%,LTR-DQN,-0.893046372
60%,LTR-DQN,-0.897864925
60%,LTR-DQN,-0.901592961
60%,LTR-DQN,-0.903787227
60%,LTR-DQN,-0.912617485
70%,LTR-DQN,7.815105709
70%,LTR-DQN,7.748076533
70%,LTR-DQN,7.53832218
70%,LTR-DQN,7.448524035
70%,LTR-DQN,6.938641062
70%,LTR-DQN,6.337822786
70%,LTR-DQN,6.316586216
70%,LTR-DQN,6.259371018
70%,LTR-DQN,4.879369486
70%,LTR-DQN,4.853584731
70%,LTR-DQN,4.850970491
70%,LTR-DQN,4.590876454
70%,LTR-DQN,4.325568797
70%,LTR-DQN,4.254964206
70%,LTR-DQN,4.24343679
70%,LTR-DQN,4.16062301
70%,LTR-DQN,4.046339701
70%,LTR-DQN,4.021882232
70%,LTR-DQN,3.997655258
70%,LTR-DQN,3.822044831
70%,LTR-DQN,3.721457565
70%,LTR-DQN,3.671587457
70%,LTR-DQN,3.628708058
70%,LTR-DQN,3.592921775
70%,LTR-DQN,3.510815614
70%,LTR-DQN,3.399597692
70%,LTR-DQN,3.252377042
70%,LTR-DQN,3.208502837
70%,LTR-DQN,3.196644039
70%,LTR-DQN,3.183939715
70%,LTR-DQN,3.100602441
70%,LTR-DQN,3.089451137
70%,LTR-DQN,3.05159233
70%,LTR-DQN,2.986680254
70%,LTR-DQN,2.82059804
70%,LTR-DQN,2.764679502
70%,LTR-DQN,2.730917141
70%,LTR-DQN,2.677564799
70%,LTR-DQN,2.673731127
70%,LTR-DQN,2.663510298
70%,LTR-DQN,2.626935911
70%,LTR-DQN,2.62203288
70%,LTR-DQN,2.573515369
70%,LTR-DQN,2.555956902
70%,LTR-DQN,2.547387088
70%,LTR-DQN,2.546611318
70%,LTR-DQN,2.536333564
70%,LTR-DQN,2.531689628
70%,LTR-DQN,2.459927205
70%,LTR-DQN,2.424475317
70%,LTR-DQN,2.354472719
70%,LTR-DQN,2.331420453
70%,LTR-DQN,2.198874702
70%,LTR-DQN,2.176056433
70%,LTR-DQN,2.160786227
70%,LTR-DQN,2.156025281
70%,LTR-DQN,2.150399534
70%,LTR-DQN,1.93883742
70%,LTR-DQN,1.930745609
70%,LTR-DQN,1.919707074
70%,LTR-DQN,1.893398432
70%,LTR-DQN,1.887012622
70%,LTR-DQN,1.804479144
70%,LTR-DQN,1.80201454
70%,LTR-DQN,1.766055311
70%,LTR-DQN,1.752143681
70%,LTR-DQN,1.747147145
70%,LTR-DQN,1.705065433
70%,LTR-DQN,1.701509299
70%,LTR-DQN,1.68383015
70%,LTR-DQN,1.617267659
70%,LTR-DQN,1.569086361
70%,LTR-DQN,1.561882476
70%,LTR-DQN,1.534570538
70%,LTR-DQN,1.509898383
70%,LTR-DQN,1.499131528
70%,LTR-DQN,1.489401125
70%,LTR-DQN,1.465908421
70%,LTR-DQN,1.465045873
70%,LTR-DQN,1.390056568
70%,LTR-DQN,1.366718359
70%,LTR-DQN,1.363019543
70%,LTR-DQN,1.306131551
70%,LTR-DQN,1.291959967
70%,LTR-DQN,1.273366204
70%,LTR-DQN,1.268060694
70%,LTR-DQN,1.261758168
70%,LTR-DQN,1.248826583
70%,LTR-DQN,1.234772065
70%,LTR-DQN,1.233822054
70%,LTR-DQN,1.227921612
70%,LTR-DQN,1.220780036
70%,LTR-DQN,1.207869146
70%,LTR-DQN,1.207167342
70%,LTR-DQN,1.193035417
70%,LTR-DQN,1.185935933
70%,LTR-DQN,1.167366268
70%,LTR-DQN,1.162189401
70%,LTR-DQN,1.122470145
70%,LTR-DQN,1.102505653
70%,LTR-DQN,1.089433703
70%,LTR-DQN,1.060595818
70%,LTR-DQN,1.058057505
70%,LTR-DQN,1.045568177
70%,LTR-DQN,1.03861526
70%,LTR-DQN,1.028690513
70%,LTR-DQN,1.025176133
70%,LTR-DQN,1.005621363
70%,LTR-DQN,0.998063786
70%,LTR-DQN,0.984774886
70%,LTR-DQN,0.97604029
70%,LTR-DQN,0.951455022
70%,LTR-DQN,0.939459402
70%,LTR-DQN,0.934454935
70%,LTR-DQN,0.930602551
70%,LTR-DQN,0.929397732
70%,LTR-DQN,0.926341525
70%,LTR-DQN,0.923197874
70%,LTR-DQN,0.922401192
70%,LTR-DQN,0.91744916
70%,LTR-DQN,0.898778714
70%,LTR-DQN,0.896538463
70%,LTR-DQN,0.880380889
70%,LTR-DQN,0.875784713
70%,LTR-DQN,0.856553443
70%,LTR-DQN,0.850456301
70%,LTR-DQN,0.835077774
70%,LTR-DQN,0.831711933
70%,LTR-DQN,0.824774471
70%,LTR-DQN,0.77471638
70%,LTR-DQN,0.767694736
70%,LTR-DQN,0.765469582
70%,LTR-DQN,0.762646131
70%,LTR-DQN,0.76164372
70%,LTR-DQN,0.746351319
70%,LTR-DQN,0.745333258
70%,LTR-DQN,0.745211971
70%,LTR-DQN,0.742437433
70%,LTR-DQN,0.741145594
70%,LTR-DQN,0.728742496
70%,LTR-DQN,0.723237497
70%,LTR-DQN,0.718134744
70%,LTR-DQN,0.698475394
70%,LTR-DQN,0.695019946
70%,LTR-DQN,0.671555473
70%,LTR-DQN,0.665447391
70%,LTR-DQN,0.664894405
70%,LTR-DQN,0.638829678
70%,LTR-DQN,0.637715094
70%,LTR-DQN,0.625444878
70%,LTR-DQN,0.622946708
70%,LTR-DQN,0.617808091
70%,LTR-DQN,0.608097713
70%,LTR-DQN,0.601462617
70%,LTR-DQN,0.579671199
70%,LTR-DQN,0.573948164
70%,LTR-DQN,0.573835655
70%,LTR-DQN,0.563669596
70%,LTR-DQN,0.563174849
70%,LTR-DQN,0.561968373
70%,LTR-DQN,0.550692656
70%,LTR-DQN,0.52663782
70%,LTR-DQN,0.521864585
70%,LTR-DQN,0.514906167
70%,LTR-DQN,0.50503242
70%,LTR-DQN,0.496775307
70%,LTR-DQN,0.495007898
70%,LTR-DQN,0.487275648
70%,LTR-DQN,0.481959326
70%,LTR-DQN,0.481924477
70%,LTR-DQN,0.467533992
70%,LTR-DQN,0.466099543
70%,LTR-DQN,0.455232232
70%,LTR-DQN,0.45518344
70%,LTR-DQN,0.450984968
70%,LTR-DQN,0.446189868
70%,LTR-DQN,0.434007548
70%,LTR-DQN,0.433054539
70%,LTR-DQN,0.430771201
70%,LTR-DQN,0.428245198
70%,LTR-DQN,0.428108535
70%,LTR-DQN,0.423605209
70%,LTR-DQN,0.417853087
70%,LTR-DQN,0.406639011
70%,LTR-DQN,0.403220843
70%,LTR-DQN,0.39840259
70%,LTR-DQN,0.392186531
70%,LTR-DQN,0.384671533
70%,LTR-DQN,0.380911549
70%,LTR-DQN,0.376625752
70%,LTR-DQN,0.372940835
70%,LTR-DQN,0.363647936
70%,LTR-DQN,0.350730776
70%,LTR-DQN,0.346075656
70%,LTR-DQN,0.335257986
70%,LTR-DQN,0.33520255
70%,LTR-DQN,0.308459585
70%,LTR-DQN,0.306658139
70%,LTR-DQN,0.300988796
70%,LTR-DQN,0.300755237
70%,LTR-DQN,0.297460387
70%,LTR-DQN,0.29615419
70%,LTR-DQN,0.295573387
70%,LTR-DQN,0.285131985
70%,LTR-DQN,0.28241504
70%,LTR-DQN,0.275120836
70%,LTR-DQN,0.266809314
70%,LTR-DQN,0.233389527
70%,LTR-DQN,0.229797441
70%,LTR-DQN,0.22334346
70%,LTR-DQN,0.21726872
70%,LTR-DQN,0.214814948
70%,LTR-DQN,0.214558698
70%,LTR-DQN,0.196523202
70%,LTR-DQN,0.192162354
70%,LTR-DQN,0.185818494
70%,LTR-DQN,0.184289545
70%,LTR-DQN,0.176121877
70%,LTR-DQN,0.155136141
70%,LTR-DQN,0.15500112
70%,LTR-DQN,0.153776113
70%,LTR-DQN,0.148115185
70%,LTR-DQN,0.140187969
70%,LTR-DQN,0.113687965
70%,LTR-DQN,0.109871117
70%,LTR-DQN,0.099607194
70%,LTR-DQN,0.099212052
70%,LTR-DQN,0.097461773
70%,LTR-DQN,0.094452138
70%,LTR-DQN,0.09323843
70%,LTR-DQN,0.093026207
70%,LTR-DQN,0.092972029
70%,LTR-DQN,0.087719567
70%,LTR-DQN,0.087043112
70%,LTR-DQN,0.086816018
70%,LTR-DQN,0.086802064
70%,LTR-DQN,0.077824178
70%,LTR-DQN,0.076587801
70%,LTR-DQN,0.07327821
70%,LTR-DQN,0.072930852
70%,LTR-DQN,0.06950365
70%,LTR-DQN,0.064513503
70%,LTR-DQN,0.052249678
70%,LTR-DQN,0.040000489
70%,LTR-DQN,0.033706386
70%,LTR-DQN,0.026907584
70%,LTR-DQN,0.019993929
70%,LTR-DQN,0.013831101
70%,LTR-DQN,0.00385309
70%,LTR-DQN,-0.002944209
70%,LTR-DQN,-0.007654176
70%,LTR-DQN,-0.007916647
70%,LTR-DQN,-0.014399456
70%,LTR-DQN,-0.016755806
70%,LTR-DQN,-0.01966208
70%,LTR-DQN,-0.021543526
70%,LTR-DQN,-0.022072231
70%,LTR-DQN,-0.022431125
70%,LTR-DQN,-0.022527254
70%,LTR-DQN,-0.031993744
70%,LTR-DQN,-0.033012562
70%,LTR-DQN,-0.033510184
70%,LTR-DQN,-0.034960239
70%,LTR-DQN,-0.039833288
70%,LTR-DQN,-0.040175796
70%,LTR-DQN,-0.050677875
70%,LTR-DQN,-0.051598511
70%,LTR-DQN,-0.052907069
70%,LTR-DQN,-0.052931621
70%,LTR-DQN,-0.053020689
70%,LTR-DQN,-0.060415483
70%,LTR-DQN,-0.070830594
70%,LTR-DQN,-0.075545157
70%,LTR-DQN,-0.081509167
70%,LTR-DQN,-0.082234742
70%,LTR-DQN,-0.088980085
70%,LTR-DQN,-0.101706371
70%,LTR-DQN,-0.110701255
70%,LTR-DQN,-0.112377881
70%,LTR-DQN,-0.11394175
70%,LTR-DQN,-0.115548513
70%,LTR-DQN,-0.120542595
70%,LTR-DQN,-0.122061842
70%,LTR-DQN,-0.126989661
70%,LTR-DQN,-0.1325497
70%,LTR-DQN,-0.134712294
70%,LTR-DQN,-0.144614466
70%,LTR-DQN,-0.15196756
70%,LTR-DQN,-0.153702801
70%,LTR-DQN,-0.170534748
