Sampling Rate,Model,Value
80%,LTR-DQN,-0.01567245
80%,LTR-DQN,-0.053781452
80%,LTR-DQN,-0.130314066
80%,LTR-DQN,-0.151004273
80%,LTR-DQN,-0.243351692
90%,LTR-DQN,6.545785204
90%,LTR-DQN,6.234206401
90%,LTR-DQN,6.057990425
90%,LTR-DQN,6.032584452
90%,LTR-DQN,5.785741233
90%,LTR-DQN,5.617650984
90%,LTR-DQN,5.487857707
90%,LTR-DQN,5.439716348
90%,LTR-DQN,5.408033996
90%,LTR-DQN,5.401694944
90%,LTR-DQN,5.224942739
90%,LTR-DQN,5.14153535
90%,LTR-DQN,5.074717029
90%,LTR-DQN,4.992190089
90%,LTR-DQN,4.91480757
90%,LTR-DQN,4.807018822
90%,LTR-DQN,4.769349987
90%,LTR-DQN,4.692159754
90%,LTR-DQN,4.530385643
90%,LTR-DQN,4.497563228
90%,LTR-DQN,4.477845838
90%,LTR-DQN,4.449596077
90%,LTR-DQN,4.415827803
90%,LTR-DQN,4.401758366
90%,LTR-DQN,4.380257414
90%,LTR-DQN,4.370577911
90%,LTR-DQN,4.358037752
90%,LTR-DQN,4.208342013
90%,LTR-DQN,4.13224961
90%,LTR-DQN,4.106018727
90%,LTR-DQN,4.026841535
90%,LTR-DQN,4.014124676
90%,LTR-DQN,3.963956664
90%,LTR-DQN,3.937103696
90%,LTR-DQN,3.80506611
90%,LTR-DQN,3.788546865
90%,LTR-DQN,3.779447496
90%,LTR-DQN,3.776410159
90%,LTR-DQN,3.763619805
90%,LTR-DQN,3.756146518
90%,LTR-DQN,3.75375517
90%,LTR-DQN,3.691759498
90%,LTR-DQN,3.648473309
90%,LTR-DQN,3.641162792
90%,LTR-DQN,3.569390376
90%,LTR-DQN,3.495984455
90%,LTR-DQN,3.467533501
90%,LTR-DQN,3.462685873
90%,LTR-DQN,3.427552588
90%,LTR-DQN,3.413213211
90%,LTR-DQN,3.379246903
90%,LTR-DQN,3.374644936
90%,LTR-DQN,3.362305873
90%,LTR-DQN,3.331349706
90%,LTR-DQN,3.312644876
90%,LTR-DQN,3.310226153
90%,LTR-DQN,3.305850285
90%,LTR-DQN,3.288138527
90%,LTR-DQN,3.257045536
90%,LTR-DQN,3.248804564
90%,LTR-DQN,3.2133143
90%,LTR-DQN,3.193153863
90%,LTR-DQN,3.189602755
90%,LTR-DQN,3.183249849
90%,LTR-DQN,3.144168863
90%,LTR-DQN,3.130001399
90%,LTR-DQN,3.122716435
90%,LTR-DQN,3.122496365
90%,LTR-DQN,3.094893955
90%,LTR-DQN,3.084396385
90%,LTR-DQN,3.082778506
90%,LTR-DQN,3.054836014
90%,LTR-DQN,3.047765676
90%,LTR-DQN,3.037883084
90%,LTR-DQN,3.036797129
90%,LTR-DQN,3.012047898
90%,LTR-DQN,3.00976427
90%,LTR-DQN,3.003655547
90%,LTR-DQN,3.003293374
90%,LTR-DQN,2.988913152
90%,LTR-DQN,2.986568821
90%,LTR-DQN,2.973376153
90%,LTR-DQN,2.972467728
90%,LTR-DQN,2.944148894
90%,LTR-DQN,2.93535678
90%,LTR-DQN,2.910480572
90%,LTR-DQN,2.901934353
90%,LTR-DQN,2.892922258
90%,LTR-DQN,2.892175803
90%,LTR-DQN,2.890505186
90%,LTR-DQN,2.870821655
90%,LTR-DQN,2.855712107
90%,LTR-DQN,2.852766357
90%,LTR-DQN,2.835676824
90%,LTR-DQN,2.833510436
90%,LTR-DQN,2.817899692
90%,LTR-DQN,2.806692758
90%,LTR-DQN,2.791411138
90%,LTR-DQN,2.791275063
90%,LTR-DQN,2.787393519
90%,LTR-DQN,2.775163966
90%,LTR-DQN,2.771276289
90%,LTR-DQN,2.753104283
90%,LTR-DQN,2.750657561
90%,LTR-DQN,2.74752368
90%,LTR-DQN,2.744797646
90%,LTR-DQN,2.718138316
90%,LTR-DQN,2.708788116
90%,LTR-DQN,2.706364534
90%,LTR-DQN,2.684793581
90%,LTR-DQN,2.681761449
90%,LTR-DQN,2.67808826
90%,LTR-DQN,2.669757586
90%,LTR-DQN,2.662447383
90%,LTR-DQN,2.642125556
90%,LTR-DQN,2.62769265
90%,LTR-DQN,2.624270103
90%,LTR-DQN,2.581662149
90%,LTR-DQN,2.566306514
90%,LTR-DQN,2.561471396
90%,LTR-DQN,2.549764889
90%,LTR-DQN,2.542000637
90%,LTR-DQN,2.533622311
90%,LTR-DQN,2.521632052
90%,LTR-DQN,2.518279732
90%,LTR-DQN,2.517287969
90%,LTR-DQN,2.512082537
90%,LTR-DQN,2.50917602
90%,LTR-DQN,2.489259527
90%,LTR-DQN,2.486805539
90%,LTR-DQN,2.485595191
90%,LTR-DQN,2.484235368
90%,LTR-DQN,2.476268348
90%,LTR-DQN,2.473099974
90%,LTR-DQN,2.467011351
90%,LTR-DQN,2.459191696
90%,LTR-DQN,2.454198482
90%,LTR-DQN,2.452910316
90%,LTR-DQN,2.45274226
90%,LTR-DQN,2.449277311
90%,LTR-DQN,2.441469971
90%,LTR-DQN,2.439906077
90%,LTR-DQN,2.433720174
90%,LTR-DQN,2.42858664
90%,LTR-DQN,2.422599407
90%,LTR-DQN,2.411955119
90%,LTR-DQN,2.395615394
90%,LTR-DQN,2.391682876
90%,LTR-DQN,2.391244434
90%,LTR-DQN,2.385806214
90%,LTR-DQN,2.3824986
90%,LTR-DQN,2.380588587
90%,LTR-DQN,2.377072117
90%,LTR-DQN,2.362936605
90%,LTR-DQN,2.347702812
90%,LTR-DQN,2.330665838
90%,LTR-DQN,2.327165157
90%,LTR-DQN,2.320277421
90%,LTR-DQN,2.315367486
90%,LTR-DQN,2.30204937
90%,LTR-DQN,2.300415731
90%,LTR-DQN,2.300339113
90%,LTR-DQN,2.299024476
90%,LTR-DQN,2.291631703
90%,LTR-DQN,2.290741764
90%,LTR-DQN,2.27928042
90%,LTR-DQN,2.250517504
90%,LTR-DQN,2.248451656
90%,LTR-DQN,2.24715435
90%,LTR-DQN,2.245508551
90%,LTR-DQN,2.243654927
90%,LTR-DQN,2.239071635
90%,LTR-DQN,2.238266368
90%,LTR-DQN,2.214799345
90%,LTR-DQN,2.214136739
90%,LTR-DQN,2.204268663
90%,LTR-DQN,2.199323457
90%,LTR-DQN,2.19247991
90%,LTR-DQN,2.190969173
90%,LTR-DQN,2.187652054
90%,LTR-DQN,2.18099006
90%,LTR-DQN,2.172614402
90%,LTR-DQN,2.169361657
90%,LTR-DQN,2.16879147
90%,LTR-DQN,2.168400261
90%,LTR-DQN,2.145429778
90%,LTR-DQN,2.133220745
90%,LTR-DQN,2.132127659
90%,LTR-DQN,2.117068421
90%,LTR-DQN,2.116095132
90%,LTR-DQN,2.100157314
90%,LTR-DQN,2.094806294
90%,LTR-DQN,2.09016296
90%,LTR-DQN,2.0849244
90%,LTR-DQN,2.083342094
90%,LTR-DQN,2.078982775
90%,LTR-DQN,2.075688079
90%,LTR-DQN,2.074703436
90%,LTR-DQN,2.073690399
90%,LTR-DQN,2.071940333
90%,LTR-DQN,2.071780816
90%,LTR-DQN,2.046888328
90%,LTR-DQN,2.036667644
90%,LTR-DQN,2.015232937
90%,LTR-DQN,1.993523345
90%,LTR-DQN,1.978889968
90%,LTR-DQN,1.971150004
90%,LTR-DQN,1.968752122
90%,LTR-DQN,1.967942471
90%,LTR-DQN,1.965760674
90%,LTR-DQN,1.959945881
90%,LTR-DQN,1.958540031
90%,LTR-DQN,1.957691389
90%,LTR-DQN,1.95141967
90%,LTR-DQN,1.946507086
90%,LTR-DQN,1.942578637
90%,LTR-DQN,1.940881586
90%,LTR-DQN,1.938252459
90%,LTR-DQN,1.931630093
90%,LTR-DQN,1.928247506
90%,LTR-DQN,1.925415548
90%,LTR-DQN,1.923984805
90%,LTR-DQN,1.922567235
90%,LTR-DQN,1.920923441
90%,LTR-DQN,1.90713667
90%,LTR-DQN,1.899828846
90%,LTR-DQN,1.889016272
90%,LTR-DQN,1.883696096
90%,LTR-DQN,1.879954839
90%,LTR-DQN,1.87927554
90%,LTR-DQN,1.877553931
90%,LTR-DQN,1.874723261
90%,LTR-DQN,1.871580423
90%,LTR-DQN,1.871160827
90%,LTR-DQN,1.87042677
90%,LTR-DQN,1.85957598
90%,LTR-DQN,1.859097579
90%,LTR-DQN,1.853238987
90%,LTR-DQN,1.848528836
90%,LTR-DQN,1.847062705
90%,LTR-DQN,1.838471085
90%,LTR-DQN,1.838458164
90%,LTR-DQN,1.837621527
90%,LTR-DQN,1.829936513
90%,LTR-DQN,1.827636123
90%,LTR-DQN,1.827424945
90%,LTR-DQN,1.821870703
90%,LTR-DQN,1.821738261
90%,LTR-DQN,1.820762049
90%,LTR-DQN,1.818848538
90%,LTR-DQN,1.808492234
90%,LTR-DQN,1.805519784
90%,LTR-DQN,1.80184928
90%,LTR-DQN,1.800906284
90%,LTR-DQN,1.797350333
90%,LTR-DQN,1.796617643
90%,LTR-DQN,1.79482185
90%,LTR-DQN,1.786839136
90%,LTR-DQN,1.783311953
90%,LTR-DQN,1.783204091
90%,LTR-DQN,1.780051874
90%,LTR-DQN,1.776826583
90%,LTR-DQN,1.776731664
90%,LTR-DQN,1.770208391
90%,LTR-DQN,1.761934792
90%,LTR-DQN,1.760180883
90%,LTR-DQN,1.75689136
90%,LTR-DQN,1.751656897
90%,LTR-DQN,1.751514478
90%,LTR-DQN,1.748764863
90%,LTR-DQN,1.744305528
90%,LTR-DQN,1.740542589
90%,LTR-DQN,1.729581508
90%,LTR-DQN,1.723366676
90%,LTR-DQN,1.720548587
90%,LTR-DQN,1.718396624
90%,LTR-DQN,1.716272347
90%,LTR-DQN,1.71526233
90%,LTR-DQN,1.709820459
90%,LTR-DQN,1.705138737
90%,LTR-DQN,1.69872206
90%,LTR-DQN,1.695781646
90%,LTR-DQN,1.693158196
90%,LTR-DQN,1.68706432
90%,LTR-DQN,1.686309034
90%,LTR-DQN,1.683376195
90%,LTR-DQN,1.670596336
90%,LTR-DQN,1.661689394
90%,LTR-DQN,1.659438407
90%,LTR-DQN,1.654174678
90%,LTR-DQN,1.653217314
90%,LTR-DQN,1.649601959
90%,LTR-DQN,1.648407737
90%,LTR-DQN,1.647964556
90%,LTR-DQN,1.64444813
90%,LTR-DQN,1.637584766
90%,LTR-DQN,1.634763686
90%,LTR-DQN,1.633732495
90%,LTR-DQN,1.631814323
90%,LTR-DQN,1.628754262
90%,LTR-DQN,1.622359608
90%,LTR-DQN,1.615463663
90%,LTR-DQN,1.614300827
90%,LTR-DQN,1.60471502
90%,LTR-DQN,1.604038236
90%,LTR-DQN,1.600486828
90%,LTR-DQN,1.59742995
90%,LTR-DQN,1.590702762
90%,LTR-DQN,1.577180971
90%,LTR-DQN,1.574336039
90%,LTR-DQN,1.570794788
90%,LTR-DQN,1.569445069
90%,LTR-DQN,1.567032228
90%,LTR-DQN,1.56691401
90%,LTR-DQN,1.552109037
90%,LTR-DQN,1.548582916
90%,LTR-DQN,1.547147203
90%,LTR-DQN,1.544842578
90%,LTR-DQN,1.544282647
90%,LTR-DQN,1.527678417
90%,LTR-DQN,1.521775162
90%,LTR-DQN,1.521079516
90%,LTR-DQN,1.520697428
90%,LTR-DQN,1.519501941
90%,LTR-DQN,1.506745122
90%,LTR-DQN,1.498194934
90%,LTR-DQN,1.497979699
90%,LTR-DQN,1.497872347
90%,LTR-DQN,1.496590165
90%,LTR-DQN,1.494931435
90%,LTR-DQN,1.483221014
90%,LTR-DQN,1.482635273
90%,LTR-DQN,1.479462556
90%,LTR-DQN,1.474266473
90%,LTR-DQN,1.472228158
90%,LTR-DQN,1.463189435
90%,LTR-DQN,1.461995469
90%,LTR-DQN,1.46198704
90%,LTR-DQN,1.461167784
90%,LTR-DQN,1.442450039
90%,LTR-DQN,1.435091747
90%,LTR-DQN,1.43339627
90%,LTR-DQN,1.428136267
90%,LTR-DQN,1.426733798
90%,LTR-DQN,1.416102598
90%,LTR-DQN,1.415059182
90%,LTR-DQN,1.41148995
90%,LTR-DQN,1.394384699
90%,LTR-DQN,1.389289231
90%,LTR-DQN,1.389277505
90%,LTR-DQN,1.384056093
90%,LTR-DQN,1.379785087
90%,LTR-DQN,1.373391293
90%,LTR-DQN,1.368714495
90%,LTR-DQN,1.361052685
90%,LTR-DQN,1.350258167
90%,LTR-DQN,1.347282637
90%,LTR-DQN,1.331636024
90%,LTR-DQN,1.32835436
90%,LTR-DQN,1.327803488
90%,LTR-DQN,1.326010359
90%,LTR-DQN,1.311921852
90%,LTR-DQN,1.310684602
90%,LTR-DQN,1.308649569
90%,LTR-DQN,1.294542315
90%,LTR-DQN,1.286560855
90%,LTR-DQN,1.279641608
90%,LTR-DQN,1.277616197
90%,LTR-DQN,1.275616755
90%,LTR-DQN,1.273859077
90%,LTR-DQN,1.267782424
90%,LTR-DQN,1.25585361
90%,LTR-DQN,1.244089957
90%,LTR-DQN,1.240377119
90%,LTR-DQN,1.236646247
90%,LTR-DQN,1.23560709
90%,LTR-DQN,1.229466041
90%,LTR-DQN,1.227771742
90%,LTR-DQN,1.2245711
90%,LTR-DQN,1.216784965
90%,LTR-DQN,1.214422562
90%,LTR-DQN,1.209194913
90%,LTR-DQN,1.208970404
90%,LTR-DQN,1.189258302
90%,LTR-DQN,1.173749942
90%,LTR-DQN,1.169897831
90%,LTR-DQN,1.159359423
90%,LTR-DQN,1.156790754
90%,LTR-DQN,1.154401235
90%,LTR-DQN,1.112982476
90%,LTR-DQN,1.112233212
90%,LTR-DQN,1.102374363
90%,LTR-DQN,1.100912937
90%,LTR-DQN,1.100457513
90%,LTR-DQN,1.097754367
90%,LTR-DQN,1.089035788
90%,LTR-DQN,1.069604498
90%,LTR-DQN,1.068680384
90%,LTR-DQN,1.068251961
90%,LTR-DQN,1.043637588
90%,LTR-DQN,1.039451071
90%,LTR-DQN,1.039044347
90%,LTR-DQN,1.035150504
90%,LTR-DQN,1.033639453
90%,LTR-DQN,1.032185306
90%,LTR-DQN,1.029012271
90%,LTR-DQN,1.022323532
90%,LTR-DQN,1.022248844
90%,LTR-DQN,0.999085787
90%,LTR-DQN,0.997356457
90%,LTR-DQN,0.996616693
90%,LTR-DQN,0.988831298
90%,LTR-DQN,0.987386252
90%,LTR-DQN,0.980555159
90%,LTR-DQN,0.958949194
90%,LTR-DQN,0.952243467
90%,LTR-DQN,0.929428781
90%,LTR-DQN,0.92015168
90%,LTR-DQN,0.916735106
90%,LTR-DQN,0.903389046
90%,LTR-DQN,0.899850515
90%,LTR-DQN,0.89843791
90%,LTR-DQN,0.889137954
90%,LTR-DQN,0.876249667
90%,LTR-DQN,0.870118964
90%,LTR-DQN,0.864027362
90%,LTR-DQN,0.855205962
90%,LTR-DQN,0.833212561
90%,LTR-DQN,0.827570708
90%,LTR-DQN,0.82482914
90%,LTR-DQN,0.821630644
90%,LTR-DQN,0.815879144
90%,LTR-DQN,0.797249798
90%,LTR-DQN,0.782129879
90%,LTR-DQN,0.77962768
90%,LTR-DQN,0.769906851
90%,LTR-DQN,0.768959469
90%,LTR-DQN,0.767399871
90%,LTR-DQN,0.75638413
90%,LTR-DQN,0.734373366
90%,LTR-DQN,0.733408908
90%,LTR-DQN,0.728880099
90%,LTR-DQN,0.714931039
90%,LTR-DQN,0.707569995
90%,LTR-DQN,0.697553562
90%,LTR-DQN,0.687539864
90%,LTR-DQN,0.679783098
90%,LTR-DQN,0.669088872
90%,LTR-DQN,0.653647492
90%,LTR-DQN,0.645697025
90%,LTR-DQN,0.632436581
90%,LTR-DQN,0.620738875
90%,LTR-DQN,0.602123145
90%,LTR-DQN,0.595413625
90%,LTR-DQN,0.592876167
90%,LTR-DQN,0.574270651
90%,LTR-DQN,0.572145304
90%,LTR-DQN,0.556556472
90%,LTR-DQN,0.549423071
90%,LTR-DQN,0.539618052
90%,LTR-DQN,0.5341137
90%,LTR-DQN,0.532239401
90%,LTR-DQN,0.495372794
90%,LTR-DQN,0.475764352
90%,LTR-DQN,0.466739691
90%,LTR-DQN,0.463197253
90%,LTR-DQN,0.463125073
90%,LTR-DQN,0.455466428
90%,LTR-DQN,0.449982535
90%,LTR-DQN,0.443071824
90%,LTR-DQN,0.434170819
90%,LTR-DQN,0.431283495
90%,LTR-DQN,0.419974451
90%,LTR-DQN,0.394722557
90%,LTR-DQN,0.381652387
90%,LTR-DQN,0.379792142
90%,LTR-DQN,0.37268524
90%,LTR-DQN,0.336569279
90%,LTR-DQN,0.32013141
90%,LTR-DQN,0.281544237
90%,LTR-DQN,0.270403622
90%,LTR-DQN,0.251083493
90%,LTR-DQN,0.246759998
90%,LTR-DQN,0.24659244
90%,LTR-DQN,0.233297306
90%,LTR-DQN,0.229363811
90%,LTR-DQN,0.213612806
90%,LTR-DQN,0.209550643
90%,LTR-DQN,0.2025761
90%,LTR-DQN,0.189857826
90%,LTR-DQN,0.173433965
90%,LTR-DQN,0.168498267
90%,LTR-DQN,0.151894651
90%,LTR-DQN,0.135747269
90%,LTR-DQN,0.082608665
90%,LTR-DQN,0.058630887
90%,LTR-DQN,-0.035378463
90%,LTR-DQN,-0.038980462
90%,LTR-DQN,-0.045700806
90%,LTR-DQN,-0.06790236
