stock_code,年份,公司名称,评级日期,WindESG评级,ESG,管理实践得分,争议事件得分,E,S,治理得分,证监会行业,Wind行业
300708,2021,聚灿光电,2021/8/1,BBB,6.73,3.75,2.97,7.22,4.28,5.92,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
300709,2021,精研科技,2021/8/1,BBB,6.52,3.84,2.67,2.47,4.75,7.4,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300710,2021,万隆光电,2021/8/1,A,7.1,4.33,2.76,5.36,6.16,6.43,计算机、通信和其他电子设备制造业,通信设备Ⅲ
300711,2021,广哈通信,2021/8/1,BBB,6.55,3.62,2.93,5.36,4.71,5.84,计算机、通信和其他电子设备制造业,通信设备Ⅲ
300712,2021,永福股份,2021/8/1,BB,5.12,2.25,2.87,1.14,2.4,5.87,土木工程建筑业,建筑与工程Ⅲ
300713,2021,英可瑞,2021/8/1,BB,5.16,2.2,2.96,0,3.16,6.03,电气机械和器材制造业,电气设备
300715,2021,凯伦股份,2021/4/7,BBB,6.54,3.71,2.83,2.93,6.05,6.77,非金属矿物制品业,建材Ⅲ
300716,2021,泉为科技,2021/8/1,BB,5.33,2.6,2.72,1.56,4.35,5.11,橡胶和塑料制品业,化工
300717,2021,华信新材,2021/8/1,BBB,6.13,3.16,2.97,1.5,6.79,5.16,橡胶和塑料制品业,化工
300718,2021,长盛轴承,2021/8/1,BBB,6.69,3.72,2.97,1.19,5.83,7.17,通用设备制造业,机械
300719,2021,安达维尔,2021/8/1,A,7.89,4.94,2.95,0,8.6,7.19,铁路、船舶、航空航天和其他运输设备制造业,航空航天与国防Ⅲ
300720,2021,海川智能,2021/8/1,BBB,6.16,3.22,2.94,0.23,4.96,6.79,仪器仪表制造业,机械
300721,2021,怡达股份,2021/8/1,BBB,6.22,3.38,2.84,2.38,5.09,6.8,化学原料和化学制品制造业,化工
300722,2021,新余国科,2021/8/1,A,7.21,4.3,2.91,3.12,6.39,6.79,其他制造业,航空航天与国防Ⅲ
300723,2021,一品红,2021/8/1,BB,5.78,2.81,2.96,0.42,4.75,5.75,医药制造业,制药
300724,2021,捷佳伟创,2021/8/1,BB,5.49,2.6,2.89,0,3.84,5.04,电气机械和器材制造业,半导体产品与半导体设备
300725,2021,药石科技,2021/8/1,BBB,6.84,3.98,2.86,1.83,6.39,7.6,化学原料和化学制品制造业,制药
300726,2021,宏达电子,2021/8/1,BBB,6.01,3.15,2.86,0.92,3.97,6.33,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300727,2021,润禾材料,2021/8/1,BBB,6.13,3.14,2.99,1.98,5.45,5.86,化学原料和化学制品制造业,化工
300729,2021,乐歌股份,2021/4/27,BBB,6.87,3.88,2.99,3.8,5.86,5.93,家具制造业,家庭耐用消费品
300730,2021,科创信息,2021/8/1,BBB,6.48,3.56,2.92,0,4.51,6.35,软件和信息技术服务业,软件
300731,2021,科创新源,2021/8/1,BBB,6.01,3.3,2.71,1.42,6.31,6.26,橡胶和塑料制品业,化工
300732,2021,设研院,2021/8/1,BBB,6.3,3.3,3,0,5.68,4.98,专业技术服务业,专业服务
300733,2021,西菱动力,2021/8/1,BBB,6.69,3.72,2.97,1.99,5.8,6.24,汽车制造业,汽车零配件
300735,2021,光弘科技,2021/8/1,BBB,6.42,3.44,2.97,1.57,4.35,6.73,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300736,2021,百邦,2021/8/1,BB,5.23,2.38,2.85,0,2.11,5.91,机动车、电子产品和日用产品修理业,综合消费者服务Ⅲ
300737,2021,科顺股份,2021/4/29,A,7.46,4.65,2.81,6.71,5.81,7.31,非金属矿物制品业,建材Ⅲ
300738,2021,奥飞数据,2021/8/1,BBB,6.04,3.07,2.97,0,3.36,6.34,软件和信息技术服务业,互联网软件与服务Ⅲ
300739,2021,明阳电路,2021/8/1,BBB,6.97,4,2.97,4.1,4.58,7.63,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300740,2021,水羊股份,2021/8/1,BB,5.41,2.48,2.92,0,2.3,6.67,化学原料和化学制品制造业,个人用品Ⅲ
300741,2021,华宝股份,2021/8/1,BB,5.7,2.82,2.88,1.63,2.06,7.14,化学原料和化学制品制造业,食品
300742,2021,越博动力,2021/8/1,BBB,5.9,3.14,2.76,0,5.16,5.74,汽车制造业,汽车零配件
300743,2021,天地数码,2021/8/1,BB,5.3,2.44,2.86,0,3.06,5.31,计算机、通信和其他电子设备制造业,电脑与外围设备
300745,2021,欣锐科技,2021/8/1,BBB,6.43,3.63,2.8,0,6.06,6.52,汽车制造业,汽车零配件
300746,2021,汉嘉设计,2021/8/1,BBB,6.09,3.16,2.92,0,4.58,5.94,专业技术服务业,专业服务
300747,2021,锐科激光,2021/8/1,BB,5.7,2.74,2.96,0,2.62,6.79,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300748,2021,金力永磁,2021/5/1,A,7.13,4.2,2.93,3.04,8.11,5.83,非金属矿物制品业,金属、非金属与采矿
300749,2021,顶固集创,2021/5/1,BB,5.89,3.02,2.86,0,4.51,5.94,家具制造业,家庭耐用消费品
300750,2021,宁德时代,2021/5/5,A,7.29,4.51,2.78,3.16,7.69,8.17,电气机械和器材制造业,电气设备
300751,2021,迈为股份,2021/8/1,BBB,6.58,3.69,2.89,0,6.03,7.53,专用设备制造业,机械
300752,2021,隆利科技,2021/8/1,BBB,6.29,3.32,2.97,1.57,3.55,7.25,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300753,2021,爱朋医疗,2021/8/1,A,7.33,4.35,2.97,0,7.08,7.3,专用设备制造业,医疗保健设备与用品
300755,2021,华致酒行,2021/8/1,BB,5.4,2.44,2.96,0,2.73,5.4,批发业,食品与主要用品零售Ⅲ
300756,2021,金马游乐,2021/8/1,A,7,4.02,2.98,3.04,4.37,7.33,文教、工美、体育和娱乐用品制造业,酒店、餐馆与休闲Ⅲ
300757,2021,罗博特科,2021/8/1,BBB,6.03,3.04,2.99,0,5.36,5.72,专用设备制造业,机械
300758,2021,七彩化学,2021/8/1,BBB,6.02,3.3,2.71,2.91,4.76,6.32,化学原料和化学制品制造业,化工
300759,2021,康龙化成,2021/4/5,A,7.44,4.53,2.91,5.2,5.5,8.21,研究和试验发展,生命科学工具和服务Ⅲ
300760,2021,迈瑞医疗,2021/5/6,AAA,9.61,6.73,2.88,10,9.44,9.65,专用设备制造业,医疗保健设备与用品
300761,2021,立华股份,2021/3/13,BB,5.94,2.99,2.95,3.06,3.13,5.96,畜牧业,食品
300762,2021,上海瀚讯,2021/8/1,BBB,6.31,3.36,2.95,0,4.25,6.72,计算机、通信和其他电子设备制造业,通信设备Ⅲ
300763,2021,锦浪科技,2021/8/1,BBB,6.09,3.37,2.72,2.41,4.54,7.33,电气机械和器材制造业,电气设备
300765,2021,新诺威,2021/8/1,BBB,6.31,3.51,2.8,2.79,4.38,7.09,食品制造业,制药
300766,2021,每日互动,2021/8/1,BBB,7.06,4.35,2.71,0,5.67,7.75,互联网和相关服务,互联网软件与服务Ⅲ
300767,2021,震安科技,2021/8/1,BB,5.09,2.11,2.97,0,1.54,7.24,橡胶和塑料制品业,建筑产品Ⅲ
300768,2021,迪普科技,2021/8/1,BB,5.65,2.7,2.95,0,3.37,5.48,软件和信息技术服务业,通信设备Ⅲ
300769,2021,德方纳米,2021/8/1,BB,6.04,3.23,2.81,0.36,7.58,5.8,电气机械和器材制造业,化工
300770,2021,新媒股份,2021/8/1,BB,5.49,2.58,2.91,0,1.65,6.66,电信、广播电视和卫星传输服务,媒体Ⅲ
300771,2021,智莱科技,2021/8/1,BBB,6.14,3.14,3,1.57,4.41,5.55,专用设备制造业,电子设备、仪器和元件
300772,2021,运达股份,2021/8/1,BB,5.76,2.86,2.9,0,4.6,7.3,通用设备制造业,电气设备
300773,2021,拉卡拉,2021/8/1,BBB,5.52,3.58,1.93,0,3.59,8.26,互联网和相关服务,信息技术服务
300774,2021,倍杰特,2021/8/11,BBB,6.07,3.08,2.98,1.27,5.16,6.51,生态保护和环境治理业,商业服务与用品
300775,2021,三角防务,2021/8/1,BBB,6.9,3.9,3,0,4.56,8.89,铁路、船舶、航空航天和其他运输设备制造业,航空航天与国防Ⅲ
300776,2021,帝尔激光,2021/8/1,BB,5.86,2.91,2.95,0,3.39,6.5,专用设备制造业,电子设备、仪器和元件
300777,2021,中简科技,2021/8/1,BB,5.77,2.86,2.9,0.36,5.49,6.2,化学纤维制造业,化工
300778,2021,新城市,2021/8/1,BBB,6,3.05,2.95,0,3.85,6.5,专业技术服务业,专业服务
300779,2021,惠城环保,2021/8/1,BBB,6.21,3.27,2.94,1.36,6.25,6.22,废弃资源综合利用业,化工
300780,2021,德恩精工,2021/8/1,BB,5.76,2.88,2.88,0,4.17,6.51,通用设备制造业,机械
300781,2021,因赛集团,2021/8/1,BBB,6.33,3.39,2.94,0,3.72,6.96,商务服务业,媒体Ⅲ
300782,2021,卓胜微,2021/4/7,BBB,6.7,3.7,3,0,6.65,5.77,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
300783,2021,三只松鼠,2021/8/1,BBB,6.22,3.63,2.59,0,4.62,7.49,零售业,食品与主要用品零售Ⅲ
300785,2021,值得买,2021/8/1,A,6.97,4.03,2.94,0,4.31,8.47,互联网和相关服务,互联网软件与服务Ⅲ
300786,2021,国林科技,2021/8/1,BB,5.74,2.88,2.86,0,4.14,6.53,专用设备制造业,机械
300787,2021,海能实业,2021/8/1,BBB,6.26,3.26,3,1.57,3.79,6.76,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300788,2021,中信出版,2021/8/1,BB,5.43,2.59,2.84,0,1.97,6.33,新闻和出版业,媒体Ⅲ
300789,2021,唐源电气,2021/8/1,BBB,6.43,3.49,2.94,1.57,5.12,5.96,软件和信息技术服务业,电子设备、仪器和元件
300790,2021,宇瞳光学,2021/8/1,BB,5.84,2.86,2.98,0,3.96,5.59,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300791,2021,仙乐健康,2021/8/1,BBB,5.92,2.93,2.98,0,2.92,6.58,食品制造业,医疗保健设备与用品
300792,2021,壹网壹创,2021/8/1,A,6.98,4.23,2.75,0,4.86,8.45,互联网和相关服务,互联网软件与服务Ⅲ
300793,2021,佳禾智能,2021/8/1,BB,5.72,2.75,2.97,0,2.45,7.04,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300795,2021,米奥会展,2021/8/1,BB,5.52,2.61,2.91,0,4.34,6.53,商务服务业,商业服务与用品
300796,2021,贝斯美,2021/8/1,BBB,6.24,3.43,2.8,1.39,6.5,6.61,化学原料和化学制品制造业,化工
300797,2021,钢研纳克,2021/8/1,BBB,6.49,3.49,3,3.21,5.14,5.41,专业技术服务业,电子设备、仪器和元件
300798,2021,锦鸡股份,2021/8/1,BBB,6.02,3.43,2.59,3.34,5.1,6.12,化学原料和化学制品制造业,化工
300799,2021,左江科技,2021/8/1,BB,6.01,3.02,3,0,2.94,7.09,软件和信息技术服务业,信息技术服务
300800,2021,力合科技,2021/8/1,BB,5.67,2.74,2.93,0,3.04,6.28,仪器仪表制造业,电子设备、仪器和元件
300801,2021,泰和科技,2021/8/1,BBB,6.13,3.33,2.79,2.92,5.91,5.39,化学原料和化学制品制造业,化工
300802,2021,矩子科技,2021/8/1,BBB,5.88,2.89,2.99,0,4.13,5.51,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300803,2021,指南针,2021/8/1,BBB,6.28,3.28,3,0,3.67,6.43,其他金融业,多元金融服务
300805,2021,电声股份,2021/8/1,BB,5.46,2.63,2.82,0,3.17,5.07,商务服务业,媒体Ⅲ
300806,2021,斯迪克,2021/8/1,BBB,6.18,3.22,2.95,2.13,5.19,6.29,橡胶和塑料制品业,化工
300807,2021,天迈科技,2021/8/1,BB,5.66,2.79,2.86,0.53,3.12,6.21,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300808,2021,久量股份,2021/8/1,BB,4.51,2.46,2.05,1.26,3.87,5.22,电气机械和器材制造业,电气设备
300809,2021,华辰装备,2021/8/1,BB,5.67,2.7,2.98,0,3.51,6.57,通用设备制造业,机械
300810,2021,中科海讯,2021/8/1,BB,5.54,2.62,2.92,0,2.8,5.74,软件和信息技术服务业,信息技术服务
300811,2021,铂科新材,2021/8/1,BB,5.96,3,2.96,1.79,3.97,5.48,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300812,2021,易天股份,2021/8/1,BBB,6.02,3.07,2.95,0.23,5.58,5.45,专用设备制造业,机械
300813,2021,泰林生物,2021/8/1,BB,5.89,3.14,2.75,0.64,5.41,6.21,专用设备制造业,生命科学工具和服务Ⅲ
300814,2021,中富电路,2021/8/19,BBB,6.91,3.91,3,7.21,4.63,6.22,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300815,2021,玉禾田,2021/8/1,B,4.98,2.35,2.63,0,3.24,6.57,公共设施管理业,商业服务与用品
300816,2021,艾可蓝,2021/8/1,A,7.03,4.06,2.97,0,7.59,6.49,生态保护和环境治理业,汽车零配件
300817,2021,双飞集团,2021/8/1,BBB,6.62,3.67,2.95,2.15,7.36,4.56,通用设备制造业,机械
300818,2021,耐普矿机,2021/8/1,BB,5.66,2.79,2.87,0,2.88,7.69,专用设备制造业,机械
300819,2021,聚杰微纤,2021/8/1,BBB,6.27,3.31,2.96,0,5.48,6.48,纺织业,纺织品、服装与奢侈品
300820,2021,英杰电气,2021/8/1,BB,5.73,2.74,2.99,0,4.67,6.73,电气机械和器材制造业,电气设备
300821,2021,东岳硅材,2021/8/1,BBB,6.19,3.23,2.95,1.64,5.76,6.28,化学原料和化学制品制造业,化工
300822,2021,贝仕达克,2021/8/1,BB,5.33,2.56,2.76,0,2.23,6.63,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300823,2021,建科机械,2021/8/1,BBB,6.3,3.39,2.92,0.4,5.57,6.63,专用设备制造业,机械
300824,2021,北鼎股份,2021/8/1,BBB,6.2,3.23,2.97,0,4.64,6.55,电气机械和器材制造业,家庭耐用消费品
300825,2021,阿尔特,2021/8/1,BBB,5.99,3.09,2.9,0,3.87,6.62,专业技术服务业,专业服务
300826,2021,测绘股份,2021/8/1,BBB,6.59,3.78,2.81,0,6.23,6.1,专业技术服务业,专业服务
300827,2021,上能电气,2021/8/1,BB,5.32,2.56,2.76,0,4.29,6.38,电气机械和器材制造业,电气设备
300828,2021,锐新科技,2021/8/1,BBB,6.07,3.11,2.96,0.4,4.52,6.76,金属制品业,机械
300829,2021,金丹科技,2021/8/1,BB,5.53,2.65,2.89,2.59,1.27,6.43,食品制造业,食品
300830,2021,金现代,2021/8/1,BBB,6.7,3.82,2.87,8.83,4.59,6.14,软件和信息技术服务业,软件
300831,2021,派瑞股份,2021/8/1,BB,5.72,2.79,2.94,0,3.73,5.86,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
300832,2021,新产业,2021/8/1,A,7.07,4.16,2.91,0,5.87,7.78,医药制造业,医疗保健设备与用品
300833,2021,浩洋股份,2021/8/1,BB,5.55,2.68,2.87,2,4.43,4.88,电气机械和器材制造业,电气设备
300835,2021,龙磁科技,2021/8/1,BB,5.95,2.97,2.97,0,3.34,6.78,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300836,2021,佰奥智能,2021/8/1,BB,6.05,3.13,2.92,0,5.77,5.59,专用设备制造业,机械
300837,2021,浙矿股份,2021/8/1,BBB,6,3.09,2.91,0.86,4.75,6.14,专用设备制造业,机械
300838,2021,浙江力诺,2021/8/1,BBB,6.02,3.07,2.95,0.98,3.86,7.06,仪器仪表制造业,机械
300839,2021,博汇股份,2021/8/1,BBB,6.08,3.25,2.83,2.86,5.28,5.7,石油加工、炼焦和核燃料加工业,石油、天然气与供消费用燃料
300840,2021,酷特智能,2021/5/3,BB,5.28,2.48,2.8,0,4.23,4.74,纺织服装、服饰业,纺织品、服装与奢侈品
300841,2021,康华生物,2021/8/1,BBB,6.24,3.35,2.9,0.85,5.81,6.46,医药制造业,制药
300842,2021,帝科股份,2021/8/1,BBB,6.77,3.86,2.91,4.63,5.16,6.31,计算机、通信和其他电子设备制造业,半导体产品与半导体设备
300843,2021,胜蓝股份,2021/8/1,BBB,6.22,3.23,2.99,1.57,3.68,6.76,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300844,2021,山水比德,2021/8/20,BB,5.98,3.03,2.95,0.77,4.35,5.49,专业技术服务业,专业服务
300845,2021,捷安高科,2021/8/1,BBB,6.15,3.23,2.91,0,3.6,6.59,软件和信息技术服务业,互联网软件与服务Ⅲ
300846,2021,首都在线,2021/8/1,AA,8.41,5.49,2.92,0,7.97,8.65,软件和信息技术服务业,互联网软件与服务Ⅲ
300847,2021,中船汉光,2021/8/1,BB,5.28,2.31,2.97,0,2.38,5.84,计算机、通信和其他电子设备制造业,办公电子设备Ⅲ
300848,2021,美瑞新材,2021/8/1,BB,6,3.02,2.97,1.14,6.73,5.02,化学原料和化学制品制造业,化工
300849,2021,锦盛新材,2021/8/1,BBB,6.72,3.88,2.84,0,6.25,8,橡胶和塑料制品业,容器与包装
300850,2021,新强联,2021/8/1,BB,5.55,2.63,2.91,0,3.06,6.85,通用设备制造业,机械
300851,2021,交大思诺,2021/8/1,BBB,6.14,3.14,3,0,4.04,5.85,软件和信息技术服务业,信息技术服务
300852,2021,四会富仕,2021/8/1,BBB,6.49,3.49,3,5.09,3.96,6.19,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300853,2021,申昊科技,2021/8/1,BBB,6.34,3.46,2.88,0.4,5.8,6.62,通用设备制造业,机械
300854,2021,中兰环保,2021/9/23,BBB,6.07,3.07,3,1.76,5.12,6.07,生态保护和环境治理业,商业服务与用品
300855,2021,图南股份,2021/8/1,BBB,6.11,3.14,2.97,1.05,5.79,5.66,有色金属冶炼和压延加工业,金属、非金属与采矿
300856,2021,科思股份,2021/8/1,BBB,6.58,3.63,2.95,3.25,5.57,6.59,化学原料和化学制品制造业,化工
300857,2021,协创数据,2021/8/1,BB,5.07,2.17,2.9,0,2,5.47,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300858,2021,科拓生物,2021/8/1,BB,5.62,2.63,2.99,0,4.09,6.2,食品制造业,食品
300859,2021,西域旅游,2021/8/1,BB,5.48,2.48,3,0,1.29,6,公共设施管理业,酒店、餐馆与休闲Ⅲ
300860,2021,锋尚文化,2021/8/1,BB,5.56,2.76,2.79,0,2.23,6.62,文化艺术业,媒体Ⅲ
300861,2021,美畅股份,2021/8/1,BBB,6.17,3.19,2.97,1.18,5.87,5.68,非金属矿物制品业,金属、非金属与采矿
300862,2021,蓝盾光电,2021/8/1,BBB,6.38,3.53,2.85,0,3.77,8.27,仪器仪表制造业,电子设备、仪器和元件
300863,2021,卡倍亿,2021/8/1,BB,5.57,2.58,2.98,1.26,2.93,6.76,汽车制造业,电气设备
300864,2021,南大环境,2021/8/1,BBB,6.86,3.86,3,0,5.93,6.8,生态保护和环境治理业,专业服务
300865,2021,大宏立,2021/6/1,BBB,6.83,3.98,2.85,3.55,6.06,6.49,专用设备制造业,机械
300866,2021,安克创新,2021/8/1,BBB,6.11,3.31,2.8,0,4.78,6.23,计算机、通信和其他电子设备制造业,电脑与外围设备
300867,2021,圣元环保,2021/4/29,BB,5.31,2.35,2.96,2.18,3.72,4.44,生态保护和环境治理业,水务Ⅲ
300868,2021,杰美特,2021/8/1,A,7.12,4.12,3,6.74,4.69,7.14,橡胶和塑料制品业,休闲设备与用品
300869,2021,康泰医学,2021/8/1,A,7.33,4.49,2.84,0,7.15,7.68,专用设备制造业,医疗保健设备与用品
300870,2021,欧陆通,2021/8/1,BB,5.74,2.74,3,1.57,2.67,6.2,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300871,2021,回盛生物,2021/4/5,BB,5.84,2.97,2.87,1.77,2.96,6.55,医药制造业,生物科技Ⅲ
300872,2021,天阳科技,2021/8/1,A,7.23,4.28,2.95,0,5.56,7.87,软件和信息技术服务业,信息技术服务
300873,2021,海晨股份,2021/8/1,BBB,6.05,3.09,2.96,0.81,3.57,7.85,仓储业,航空货运与物流Ⅲ
300875,2021,捷强装备,2021/8/1,BBB,6.84,3.9,2.94,1.15,5.89,6.59,专用设备制造业,航空航天与国防Ⅲ
300876,2021,蒙泰股份,2021/8/1,BB,5.69,2.69,3,0,4.61,6.61,化学纤维制造业,化工
300877,2021,金春股份,2021/8/1,BBB,6.22,3.41,2.81,0.8,5.71,6.21,纺织业,纺织品、服装与奢侈品
300878,2021,维康药业,2021/8/1,BBB,6.14,3.16,2.97,0,5.54,6.6,医药制造业,制药
300879,2021,大叶股份,2021/8/1,BB,5.55,2.55,3,0.52,2.9,6.44,专用设备制造业,机械
300880,2021,迦南智能,2021/8/1,BBB,5.99,3.07,2.91,1.26,4.37,7.33,仪器仪表制造业,电气设备
300881,2021,盛德鑫泰,2021/8/1,BB,5.68,2.68,3,1.44,3.98,5.57,金属制品业,金属、非金属与采矿
300882,2021,万胜智能,2021/8/1,BBB,6.13,3.13,3,0,4.35,6.1,仪器仪表制造业,电子设备、仪器和元件
300883,2021,龙利得,2021/8/1,A,7.45,4.51,2.94,2.76,6.79,8.22,造纸和纸制品业,容器与包装
300884,2021,狄耐克,2021/8/1,BB,5.93,2.98,2.95,1.79,3.38,6.16,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300885,2021,海昌新材,2021/8/1,BB,5.93,2.95,2.98,0.93,4.11,6.32,金属制品业,机械
300886,2021,华业香料,2021/8/1,BBB,6.79,3.88,2.91,2.66,7.51,6.35,化学原料和化学制品制造业,化工
300887,2021,谱尼测试,2021/8/1,BBB,6.35,3.39,2.95,0.77,5.42,5.45,专业技术服务业,专业服务
300888,2021,稳健医疗,2021/4/27,AA,8.34,5.42,2.92,8.46,7.19,7.84,纺织业,纺织品、服装与奢侈品
300889,2021,爱克股份,2021/4/29,BB,5.25,2.53,2.72,1.14,2.16,6.33,电气机械和器材制造业,家庭耐用消费品
300890,2021,翔丰华,2021/4/28,BB,5.35,2.44,2.91,0.55,3.5,6.19,非金属矿物制品业,电气设备
300891,2021,惠云钛业,2021/4/22,BBB,5.99,3.04,2.95,1.56,4.49,6.74,化学原料和化学制品制造业,化工
300892,2021,品渥食品,2021/8/1,BB,5.77,2.93,2.84,1.61,2.13,6.62,零售业,互联网与售货目录零售
300893,2021,松原股份,2021/8/1,A,7.26,4.26,3,2.51,7.83,5.89,汽车制造业,汽车零配件
300894,2021,火星人,2021/4/28,BB,5.3,2.35,2.94,1.14,2.13,5.72,电气机械和器材制造业,家庭耐用消费品
300895,2021,铜牛信息,2021/8/1,A,7.72,4.77,2.95,0,6.66,7.88,软件和信息技术服务业,互联网软件与服务Ⅲ
300896,2021,爱美客,2021/2/16,A,7.1,4.2,2.9,2.65,6.17,7.68,专用设备制造业,生物科技Ⅲ
300897,2021,山科智能,2021/8/1,A,6.96,4,2.96,0,6.11,7.12,仪器仪表制造业,电子设备、仪器和元件
300898,2021,熊猫乳品,2021/8/1,BB,5.69,2.83,2.86,0.88,3.86,6.46,食品制造业,食品
300899,2021,上海凯鑫,2021/8/1,BB,5.63,2.75,2.87,0,5.35,6.12,生态保护和环境治理业,商业服务与用品
300900,2021,广联航空,2021/8/1,A,7.2,4.28,2.92,0,7.02,6.87,铁路、船舶、航空航天和其他运输设备制造业,航空航天与国防Ⅲ
300901,2021,中胤时尚,2021/8/1,BB,4.99,2.04,2.95,0,2.16,5.57,专业技术服务业,综合类Ⅲ
300902,2021,国安达,2021/8/1,BB,5.68,2.73,2.95,0,5.12,6.24,专用设备制造业,商业服务与用品
300903,2021,科翔股份,2021/8/1,BBB,6.04,3.15,2.89,4.22,3.3,6.07,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300905,2021,宝丽迪,2021/8/1,BB,5.76,2.83,2.92,1.2,4.03,6.64,橡胶和塑料制品业,化工
300906,2021,日月明,2021/8/1,BBB,6.11,3.15,2.96,0,4.72,5.72,铁路、船舶、航空航天和其他运输设备制造业,电子设备、仪器和元件
300907,2021,康平科技,2021/8/1,BB,5.68,2.75,2.92,0,3.08,7.3,通用设备制造业,机械
300908,2021,仲景食品,2021/8/1,BB,5.6,2.62,2.98,2.04,1.88,6.31,食品制造业,食品
300909,2021,汇创达,2021/8/1,BBB,6.44,3.46,2.97,1.57,4.38,6.78,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300910,2021,瑞丰新材,2021/8/1,BBB,6.57,3.58,2.99,3.36,6.82,5.17,化学原料和化学制品制造业,化工
300911,2021,亿田智能,2021/8/1,A,7.39,4.43,2.96,1.14,7.8,6.86,电气机械和器材制造业,家庭耐用消费品
300912,2021,凯龙高科,2021/8/1,BBB,6.09,3.19,2.9,0,5.27,5.81,生态保护和环境治理业,汽车零配件
300913,2021,兆龙互连,2021/8/1,BBB,6.49,3.51,2.97,5.36,4.34,6.01,电气机械和器材制造业,通信设备Ⅲ
300915,2021,海融科技,2021/4/30,BB,5.65,2.74,2.9,1.48,3.77,5.77,食品制造业,食品
300916,2021,朗特智能,2021/8/1,BBB,5.91,3.07,2.85,1.57,3.71,6.13,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300917,2021,特发服务,2021/8/1,BB,5.14,2.35,2.79,0,3.74,4.75,房地产业,房地产管理和开发
300918,2021,南山智尚,2021/8/1,A,6.99,3.99,3,6.73,4.49,6.19,纺织业,纺织品、服装与奢侈品
300919,2021,中伟股份,2021/8/1,BB,5.58,2.6,2.98,0,4.44,6.38,电气机械和器材制造业,化工
300920,2021,润阳科技,2021/8/1,BBB,6.16,3.21,2.95,1.08,6.84,5.72,橡胶和塑料制品业,化工
300921,2021,南凌科技,2021/8/1,BB,5.62,2.64,2.98,0,2.21,6.87,互联网和相关服务,多元电信服务
300922,2021,天秦装备,2021/8/1,A,7.23,4.31,2.91,5.41,5.51,7.34,其他制造业,航空航天与国防Ⅲ
300923,2021,研奥股份,2021/8/1,BB,5.69,2.74,2.95,0.42,4.33,6.71,铁路、船舶、航空航天和其他运输设备制造业,电气设备
300925,2021,法本信息,2021/8/1,BBB,6.01,3.53,2.47,0,4.96,5.92,软件和信息技术服务业,信息技术服务
300926,2021,博俊科技,2021/8/1,BBB,6.86,3.88,2.98,0,7.35,6.1,汽车制造业,汽车零配件
300927,2021,江天化学,2021/8/1,BB,5.82,2.82,3,1.3,6.04,4.68,化学原料和化学制品制造业,化工
300928,2021,华安鑫创,2021/8/1,BBB,6.04,3.14,2.9,0,3.72,6.94,专业技术服务业,电子设备、仪器和元件
300929,2021,华骐环保,2021/8/1,BB,5.12,2.13,2.99,0.38,4.06,5.36,生态保护和环境治理业,水务Ⅲ
300930,2021,屹通新材,2021/8/1,BB,5.7,2.77,2.93,0,5.23,6.32,废弃资源综合利用业,商业服务与用品
300931,2021,通用电梯,2021/8/1,BBB,6.18,3.18,3,1.19,4.79,6.25,通用设备制造业,机械
300932,2021,三友联众,2021/8/1,BB,5.89,2.92,2.97,1.57,3.35,6.05,电气机械和器材制造业,电子设备、仪器和元件
300933,2021,中辰股份,2021/8/1,BB,4.8,2.79,2.01,0.6,4.27,6.83,电气机械和器材制造业,电气设备
300935,2021,盈建科,2021/8/1,A,7.22,4.22,3,0,5.36,7.71,软件和信息技术服务业,互联网软件与服务Ⅲ
300936,2021,中英科技,2021/8/1,BB,5.93,2.93,2.99,0,3.09,6.93,计算机、通信和其他电子设备制造业,电子设备、仪器和元件
300937,2021,药易购,2021/8/1,BB,5.74,2.76,2.98,0,3.58,5.61,批发业,食品与主要用品零售Ⅲ
300938,2021,信测标准,2021/8/1,BBB,6.81,3.81,3,0,6.04,6.44,专业技术服务业,专业服务
